company_name,company_domain,playbook_name
Braunschweigische Landessparkasse,blsk.de,Banking & Financial Services DACH
Sparkasse Rotenburg Osterholz,spk-row-ohz.de,Banking & Financial Services DACH
Sparkasse Uelzen Lüchow-Dannenberg,sparkasse-uelzen-luechow-dannenberg.de,Banking & Financial Services DACH
Kreissparkasse Bersenbrück,ksk-bersenbrueck.de,Banking & Financial Services DACH
Kreissparkasse Diepholz,ksk-diepholz.de,Banking & Financial Services DACH
Kreissparkasse Soltau,ksk-soltau.de,Banking & Financial Services DACH
Kreissparkasse Walsrode,ksk-walsrode.de,Banking & Financial Services DACH
Sparkasse Einbeck,sparkasse-einbeck.de,Banking & Financial Services DACH
Sparkasse Duderstadt,sparkasse-duderstadt.de,Banking & Financial Services DACH
Kreis-Sparkasse Northeim,ksn-northeim.de,Banking & Financial Services DACH
Rheinhessen Sparkasse,rheinhessen-sparkasse.de,Banking & Financial Services DACH
Sparkasse Koblenz,sparkasse-koblenz.de,Banking & Financial Services DACH
Sparkasse Trier,sparkasse-trier.de,Banking & Financial Services DACH
Sparkasse Vorderpfalz,sparkasse-vorderpfalz.de,Banking & Financial Services DACH
Sparkasse Südpfalz,sparkasse-suedpfalz.de,Banking & Financial Services DACH
Sparkasse Rhein-Nahe,sparkasse-rhein-nahe.de,Banking & Financial Services DACH
Sparkasse Neuwied,sparkasse-neuwied.de,Banking & Financial Services DACH
Kreissparkasse Rhein-Hunsrück,kskrh.de,Banking & Financial Services DACH
Kreissparkasse Ahrweiler,kreissparkasse-ahrweiler.de,Banking & Financial Services DACH
Sparkasse Rhein-Haardt,sparkasse-rhein-haardt.de,Banking & Financial Services DACH
Sparkasse Kaiserslautern,sparkasse-kl.de,Banking & Financial Services DACH
Sparkasse Südwestpfalz,sparkasse-suedwestpfalz.de,Banking & Financial Services DACH
Kreissparkasse Bitburg-Prüm,kskbitburg-pruem.de,Banking & Financial Services DACH
Sparkasse Mittelmosel-Eifel Mosel Hunsrück,sparkasse-emh.de,Banking & Financial Services DACH
Sparkasse Westerwald-Sieg,sk-westerwald-sieg.de,Banking & Financial Services DACH
Kreissparkasse Saarpfalz,ksk-saarpfalz.de,Banking & Financial Services DACH
Kreissparkasse Kusel,ksk-kusel.de,Banking & Financial Services DACH
Sparkasse Donnersberg,sparkasse-donnersberg.de,Banking & Financial Services DACH
Kreissparkasse Birkenfeld,ksk-birkenfeld.de,Banking & Financial Services DACH
Kreissparkasse Vulkaneifel,ksk-vulkaneifel.de,Banking & Financial Services DACH
Sparkasse Saarbrücken,sparkasse-saarbruecken.de,Banking & Financial Services DACH
Kreissparkasse Saarlouis,ksk-saarlouis.de,Banking & Financial Services DACH
Sparkasse Neunkirchen,sparkasse-neunkirchen.de,Banking & Financial Services DACH
Sparkasse Merzig-Wadern,spkmw.de,Banking & Financial Services DACH
Kreissparkasse St. Wendel,kskwnd.de,Banking & Financial Services DACH
Förde Sparkasse,foerde-sparkasse.de,Banking & Financial Services DACH
Sparkasse zu Lübeck,spk-luebeck.de,Banking & Financial Services DACH
Nord-Ostsee Sparkasse,nospa.de,Banking & Financial Services DACH
Sparkasse Holstein,sparkasse-holstein.de,Banking & Financial Services DACH
Sparkasse Südholstein,spk-suedholstein.de,Banking & Financial Services DACH
Sparkasse Mittelholstein,spk-mittelholstein.de,Banking & Financial Services DACH
Sparkasse Westholstein,spk-westholstein.de,Banking & Financial Services DACH
Sparkasse Elmshorn,sparkasse-elmshorn.de,Banking & Financial Services DACH
Ostsächsische Sparkasse Dresden,ostsaechsische-sparkasse-dresden.de,Banking & Financial Services DACH
Stadt- und Kreissparkasse Leipzig,sparkasse-leipzig.de,Banking & Financial Services DACH
Erzgebirgssparkasse,erzgebirgssparkasse.de,Banking & Financial Services DACH
Sparkasse Chemnitz,spk-chemnitz.de,Banking & Financial Services DACH
Sparkasse Vogtland,sparkasse-vogtland.de,Banking & Financial Services DACH
123energie - Eine Marke der Pfalzwerke AG,123energie.de,Stadtwerke & kommunale Versorger DACH
17er Oberlandenergie GmbH,17er.com,Stadtwerke & kommunale Versorger DACH
24/7 Energie und Kommunikation GmbH,stadtwerke-heidenheim.de,Stadtwerke & kommunale Versorger DACH
Abita Energie Otterberg GmbH,abita-energie.de,Stadtwerke & kommunale Versorger DACH
Agger Energie GmbH,aggerenergie.de,Stadtwerke & kommunale Versorger DACH
Ahrtal-Werke GmbH,ahrtal-werke.de,Stadtwerke & kommunale Versorger DACH
Albstadtwerke GmbH,albstadtwerke.de,Stadtwerke & kommunale Versorger DACH
Albwerk GmbH & Co. KG,albwerk.de,Stadtwerke & kommunale Versorger DACH
Allgäuer Kraftwerke GmbH,allgaeukraft.de,Stadtwerke & kommunale Versorger DACH
Allgäuer Überlandwerk GmbH,auew.de,Stadtwerke & kommunale Versorger DACH
Ammer-Loisach Energie GmbH,ammer-loisach-energie.de,Stadtwerke & kommunale Versorger DACH
Aschaffenburger Versorgungs-GmbH,stwab.de,Stadtwerke & kommunale Versorger DACH
AVU Aktiengesellschaft für Versorgungs-Unternehmen,avu.de,Stadtwerke & kommunale Versorger DACH
badenova AG & Co. KG,badenova.de,Stadtwerke & kommunale Versorger DACH
Bad Lauterberg Energie GmbH,badlauterberg-energie.de,Stadtwerke & kommunale Versorger DACH
BayWa Ökoenergie GmbH,baywa-oekoenergie.de,Stadtwerke & kommunale Versorger DACH
"BELKAW Bergische Licht-, Kraft- und Wasserwerke GmbH",belkaw.de,Stadtwerke & kommunale Versorger DACH
BeSte Stadtwerke GmbH,beste-stadtwerke.de,Stadtwerke & kommunale Versorger DACH
BEW Bergische Energie- und Wasser-GmbH,bergische-energie.de,Stadtwerke & kommunale Versorger DACH
BIGGE ENERGIE GmbH & Co. KG,bigge-energie.de,Stadtwerke & kommunale Versorger DACH
Blomberger Versorgungsbetriebe GmbH,bvb-blomberg.de,Stadtwerke & kommunale Versorger DACH
Bocholter Energie- und Wasserversorgung GmbH,bew-bocholt.de,Stadtwerke & kommunale Versorger DACH
Braunschweiger Versorgungs-AG & Co. KG,bs-energy.de,Stadtwerke & kommunale Versorger DACH
Dessauer Stromversorgung GmbH,dvv-dessau.de,Stadtwerke & kommunale Versorger DACH
DREWAG - Stadtwerke Dresden GmbH,drewag.de,Stadtwerke & kommunale Versorger DACH
E.ON Energie Deutschland GmbH,eon.de,Stadtwerke & kommunale Versorger DACH
e.wa riss GmbH & Co KG,ewa-riss.de,Stadtwerke & kommunale Versorger DACH
EAM Energie GmbH,eam.de,Stadtwerke & kommunale Versorger DACH
EBERwerk GmbH & Co. KG,eberwerk.de,Stadtwerke & kommunale Versorger DACH
EGT Energievertrieb GmbH,egt.de,Stadtwerke & kommunale Versorger DACH
Eichsfelder Energie- und Wasserversorgungsgesellschaft mbH,ewb-duderstadt.de,Stadtwerke & kommunale Versorger DACH
eins energie in sachsen GmbH & Co. KG,eins.de,Stadtwerke & kommunale Versorger DACH
Elektra-Genossenschaft Effeltrich eG,elektra-effeltrich.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätsgenossenschaft Engelsberg e.G.,eg-engelsberg.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätsgenossenschaft Karlstein eG,eg-karlstein.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätsgenossenschaft Ohlstadt eG,ego-ohlstadt.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätsgenossenschaft Rettenberg eG,eg-rettenberg.de,Stadtwerke & kommunale Versorger DACH
Elektrizitäts-Genossenschaft Tacherting-Feichten e.G.,egtf.de,Stadtwerke & kommunale Versorger DACH
Elektrizitäts-Genossenschaft Vogling & Angrenzer eG,eva-siegsdorf.de,Stadtwerke & kommunale Versorger DACH
Elektrizitäts-Genossenschaft Wolkersdorf und Umgebung eG,eg-wolkersdorf.de,Stadtwerke & kommunale Versorger DACH
Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG,ewg-vagen.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätsvereinigung Böbing eG,ev-boebing.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätsversorgung (EVU) der Gemeinde Gochsheim,evu.gochsheim.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätsversorgung Rheinzabern,evu-rheinzabern.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk des Kantons Schaffhausen AG,eks.ch,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerke Reutte GmbH & Co KG,ewr-energie.com,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerke Schönau Vertriebs GmbH,ews-schoenau.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Gemeinde Glattbach,glattbach.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Hammermühle Versorgungsgesellschaft mbH,ewh.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Hindelang eG,ewhindelang.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Kappelrodeck Gustav Ziegler KG,s439195908.website-start.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Karl Stengle GmbH & Co KG,e-werk-stengle.de,Stadtwerke & kommunale Versorger DACH
Elektrizitäts-Werk Mainbernheim GmbH,ewerk-mainbernheim.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Oberwössen eG,ew-oberwoessen.de,Stadtwerke & kommunale Versorger DACH
Elektrizitäts-Werk Ottersberg,ewerk-ottersberg.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Rieger GmbH & Co. KG,ewr-rieger.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Tegernsee Vertriebs- und Service-KG,ewerk-tegernsee.de,Stadtwerke & kommunale Versorger DACH
Elektrizitätswerk Wanfried von Scharfenberg KG,ewwanfried.de,Stadtwerke & kommunale Versorger DACH
EMB Energie Mark Brandenburg GmbH,emb-gmbh.de,Stadtwerke & kommunale Versorger DACH
EMB - Energieversorgung Miltenberg-Bürgstadt GmbH & Co. KG,we-are-energy.de,Stadtwerke & kommunale Versorger DACH
Emscher Lippe Energie GmbH,ele.de,Stadtwerke & kommunale Versorger DACH
EnBW Energie Baden-Württemberg AG,enbw.com,Stadtwerke & kommunale Versorger DACH
enercity AG,enercity.de,Stadtwerke & kommunale Versorger DACH
Energiedienst AG,naturenergie.de,Stadtwerke & kommunale Versorger DACH
Energiegenossenschaft für Wittmund eG,eg-wittmund.de,Stadtwerke & kommunale Versorger DACH
Energiegenossenschaft Odenwald eG,eg-odenwald.de,Stadtwerke & kommunale Versorger DACH
Energie-Gesellschaft Unterkirnach mbH,egu-strom.de,Stadtwerke & kommunale Versorger DACH
energieGUT GmbH,energiegut.de,Stadtwerke & kommunale Versorger DACH
energiehoch3 GmbH,energiehoch3.de,Stadtwerke & kommunale Versorger DACH
Energie Rhein-Sieg GmbH,energie-rhein-sieg.de,Stadtwerke & kommunale Versorger DACH
Energie Südbayern GmbH,esb.de,Stadtwerke & kommunale Versorger DACH
EnergieSüdwest Aktiengesellschaft,energie-suedwest.de,Stadtwerke & kommunale Versorger DACH
Energie und Versorgung Butzbach GmbH,evb-butzbach.de,Stadtwerke & kommunale Versorger DACH
Energie und Wasser Potsdam GmbH,swp-potsdam.de,Stadtwerke & kommunale Versorger DACH
Energie- und Wasserversorgung Altenburg GmbH,ewa-altenburg.de,Stadtwerke & kommunale Versorger DACH
Energie- und Wasserversorgung Bitz GmbH,ew-bitz.de,Stadtwerke & kommunale Versorger DACH
Energie- und Wasserversorgung Bruchsal GmbH,stadtwerke-bruchsal.de,Stadtwerke & kommunale Versorger DACH
Energie- und Wasserversorgung Bünde GmbH,ewb.aov.de,Stadtwerke & kommunale Versorger DACH
Energie- und Wasserversorgung Kirchzarten GmbH,ewk-gmbh.de,Stadtwerke & kommunale Versorger DACH
Energie- und Wasserversorgung Rheine GmbH,stadtwerke-rheine.de,Stadtwerke & kommunale Versorger DACH
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co KG,ew-segeberg.de,Stadtwerke & kommunale Versorger DACH
Energie und Wasser Waldbröl GmbH,ew-waldbroel.de,Stadtwerke & kommunale Versorger DACH
Energie- und Wasserwerke Bautzen GmbH,ewbautzen.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Bad Bentheim GmbH & Co. KG,bentheim-energie.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Bad Boll GmbH,energie-bollwerk.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Buching-Trauchgau GmbH,ebt-halblech.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Dahlenburg-Bleckede AG,evdbag.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Filstal GmbH & Co. KG,evf.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Gaildorf OHG,ev-gaildorf.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Gera GmbH,energieversorgung-gera.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Greiz GmbH,evgreiz.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Lenningen GmbH,ev-lenningen.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Leverkusen GmbH & Co. KG,evl-gmbh.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Limburg GmbH,evl.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Lohr-Karlstadt und Umgebung GmbH,die-energie.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Mainhardt Wüstenrot GmbH & Co. KG,emw-energie.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Main-Spessart GmbH,energieversorgung-mainspessart.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Münchberg-Schwarzenbach/Saale GmbH & Co.KG,stadtwerke-muenchberg.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Nordhausen GmbH,energie-nordhausen.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Oberes Wiesental GmbH,eow-todtnau.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Oberhausen AG,evo-energie.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Oberstdorf GmbH,gemeindewerke-oberstdorf.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Offenbach AG,evo-ag.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Oy-Kressen e.G.,evok-oy.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Rudolstadt GmbH,ev-rudolstadt.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Rüsselsheim GmbH,stadtwerke-ruesselsheim.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Schmid,evuschmid.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Sehnde GmbH,energieversorgung-sehnde.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Südbaar GmbH & Co.KG,esb-energie.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Sylt GmbH,energieversorgung-sylt.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Titisee-Neustadt GmbH,ev-tn.de,Stadtwerke & kommunale Versorger DACH
Energieversorgung Trossingen GmbH,swtro.de,Stadtwerke & kommunale Versorger DACH
energieversprechen.de - eine Marke der Stadtwerke Troisdorf,energieversprechen.de,Stadtwerke & kommunale Versorger DACH
Energie Vorpommern GmbH,energie-vorpommern.de,Stadtwerke & kommunale Versorger DACH
Energie Waldeck-Frankenberg GmbH,ewf.de,Stadtwerke & kommunale Versorger DACH
Energiewerke Isernhagen GmbH,ewi-isernhagen.de,Stadtwerke & kommunale Versorger DACH
Energiewerke Zeulenroda GmbH,energiewerke-zeulenroda-triebes.de,Stadtwerke & kommunale Versorger DACH
Energiewerk Meckenheim,ewerk-meckenheim-pfalz.de,Stadtwerke & kommunale Versorger DACH
enewa GmbH Energie + Wasser Wachtberg,enewa.de,Stadtwerke & kommunale Versorger DACH
ENNI Energie & Umwelt Niederrhein GmbH,enni.de,Stadtwerke & kommunale Versorger DACH
enQu GmbH,enqu.de,Stadtwerke & kommunale Versorger DACH
ENRW Energieversorgung Rottweil GmbH & Co. KG,enrw.de,Stadtwerke & kommunale Versorger DACH
ENSO Energie Sachsen Ost AG,enso.de,Stadtwerke & kommunale Versorger DACH
ENTEGA Energie GmbH,entega.de,Stadtwerke & kommunale Versorger DACH
envia Mitteldeutsche Energie AG,enviam.de,Stadtwerke & kommunale Versorger DACH
enwag energie- und wassergesellschaft mbH,enwag.de,Stadtwerke & kommunale Versorger DACH
enwor - energie & wasser vor ort GmbH,enwor.de,Stadtwerke & kommunale Versorger DACH
eprimo GmbH,eprimo.de,Stadtwerke & kommunale Versorger DACH
e-regio GmbH & Co. KG,e-regio.de,Stadtwerke & kommunale Versorger DACH
Erhard Bürk-Kauffmann GmbH,buerk-kauffmann.de,Stadtwerke & kommunale Versorger DACH
Erlanger Stadtwerke AG,estw.de,Stadtwerke & kommunale Versorger DACH
ESWE Versorgungs AG,eswe-versorgung.de,Stadtwerke & kommunale Versorger DACH
evd energieversorgung Dormagen GmbH,evd-dormagen.de,Stadtwerke & kommunale Versorger DACH
EVH GmbH,evh.de,Stadtwerke & kommunale Versorger DACH
E-Werke Haniel Haimhausen OHG,oekostrom-bayern.de,Stadtwerke & kommunale Versorger DACH
e-werk Sachsenwald GmbH,ewerk-sachsenwald.de,Stadtwerke & kommunale Versorger DACH
"E-Werk Satrup, Heinrich N. Clausen GmbH & Co.KG",e-werk.heinrich-n-clausen.de,Stadtwerke & kommunale Versorger DACH
EWE VERTRIEB GmbH,ewe.de,Stadtwerke & kommunale Versorger DACH
EWG Elektrizitätsversorgung Werther GmbH,ewg-werther.de,Stadtwerke & kommunale Versorger DACH
E WIE EINFACH GmbH,e-wie-einfach.de,Stadtwerke & kommunale Versorger DACH
EWR GmbH - Energie und Wasser für Remscheid,ewr-remscheid.de,Stadtwerke & kommunale Versorger DACH
ew-schmid gmbh,ew-schmid.de,Stadtwerke & kommunale Versorger DACH
EWV Energie- und Wasser-Versorgung GmbH Stolberg,ewv.de,Stadtwerke & kommunale Versorger DACH
EZV Energie- und Service GmbH & Co. KG Untermain,ezv-energie.de,Stadtwerke & kommunale Versorger DACH
FairEnergie GmbH,fairenergie.de,Stadtwerke & kommunale Versorger DACH
Feuchter Gemeindewerke GmbH,feucht-gw.de,Stadtwerke & kommunale Versorger DACH
Filderstadtwerke,filderstadtwerke.de,Stadtwerke & kommunale Versorger DACH
Fischereihafen-Betriebsgesellschaft mbH,fbg-bremerhaven.de,Stadtwerke & kommunale Versorger DACH
Freiberger Stromversorgung GmbH,stadtwerke-freiberg.de,Stadtwerke & kommunale Versorger DACH
Freisinger Stadtwerke Versorgungs-GmbH,freisinger-stadtwerke.de,Stadtwerke & kommunale Versorger DACH
FREITALER STROM+GAS GMBH,fsg-freital.de,Stadtwerke & kommunale Versorger DACH
GASPAR - eine Marke der rhenag Rheinische Energie AG,gaspar-energie.de,Stadtwerke & kommunale Versorger DACH
Gas- und Wasserversorgung Höxter GmbH,gwh-hoexter.de,Stadtwerke & kommunale Versorger DACH
Gebrüder Eirich GmbH & Co KG Elektrizitätswerk,gebruedereirich.de,Stadtwerke & kommunale Versorger DACH
Gebrüder Heinzelmann Elektrizitätswerk GmbH & Co. KG,gebr-heinzelmann.com,Stadtwerke & kommunale Versorger DACH
Gemeinde Heroldsbach Stromversorgung,heroldsbach.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Ammerbuch GmbH,gemeindewerke-ammerbuch.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Bad Sassendorf GmbH & Co. KG,gw-bad-sassendorf.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Baiersbronn,gemeindewerke-baiersbronn.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Bobenheim-Roxheim,stw-frankenthal.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Budenheim AöR,gemeindewerke-budenheim.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Dudenhofen,vgrd.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Frammersbach,frammersbach.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Garmisch-Partenkirchen,gw-gap.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Georgensgmünd,gemeindewerke-georgensgmuend.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Großkrotzenburg GmbH,gemeindewerke-grosskrotzenburg.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Gundelfingen GmbH,gwg-gundelfingen.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Halstenbek,gwhalstenbek.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Hardt,hardt-online.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Haßloch GmbH,gwhassloch.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Heikendorf GmbH,gwh.sh,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Hermaringen,gemeindewerke-hermaringen.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Herxheim,gemeindewerke-herxheim.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Hohenwestedt GmbH,gemeindewerke-hohenwestedt.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Holzkirchen GmbH,gw-holzkirchen.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Hünxe GmbH,gemeindewerke-huenxe.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Kiefersfelden,gemeindewerke-kiefersfelden.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Krickenbach c/o Stadtwerke Kaiserslautern Versorgungs-AG,swk-kl.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Leck GmbH,sw-nf.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Markt Lichtenau,gemeindewerke.markt-lichtenau.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Münchweiler AöR,gemeindewerke-muenchweiler.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerken Bovenden GmbH & Co. KG,gemeindewerke-bovenden.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Neuendettelsau,gw-neuendettelsau.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Niefern-Öschelbronn,niefern-oeschelbronn.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Nüdlingen,nuedlingen.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Nümbrecht GmbH,gwn24.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Oberaudorf Elektrizitäts- und Wasserwerk,gemeindewerke-oberaudorf.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Oberhaching GmbH,gemeindewerke-oberhaching.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Partenstein,vg-partenstein.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Peiner Land GmbH & Co.KG,gemeindewerke-peinerland.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Peißenberg KU,gemeindewerke-peissenberg.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Pleinfeld,gw-pleinfeld.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Rückersdorf,gemeindewerke.rueckersdorf.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Schönkirchen GmbH,gemeindewerke-schoenkirchen.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Schutterwald,gemeindewerke-schutterwald.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Sinzheim,gw-sinzheim.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Stammbach,gemeindewerke-stammbach.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Steinhagen GmbH,gs-werke.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Steißlingen,steisslingen.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Stockelsdorf GmbH,gemeindewerke-stockelsdorf.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Taufkirchen (Vils) GmbH & Co. KG,gemeindewerke-taufkirchen.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Umkirch GmbH,gemeindewerke-umkirch.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Waging,gemeindewerke-waging.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Weidenthal,weidenthal.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Wendelstein,gemeindewerke-wendelstein.de,Stadtwerke & kommunale Versorger DACH
Gemeindewerke Wildeck Obersuhl,wildeck-hessen.de,Stadtwerke & kommunale Versorger DACH
Gemeindl. Werke Hengersberg,gw-hengersberg.de,Stadtwerke & kommunale Versorger DACH
Gemeindliche Stromversorgung Röttenbach,roettenbach-erh.de,Stadtwerke & kommunale Versorger DACH
gemeinsames Kommunalunternehmen Oberes Egertal,g-ku.de,Stadtwerke & kommunale Versorger DACH
Georg Oest Mineralölwerk GmbH & Co KG,oest.de,Stadtwerke & kommunale Versorger DACH
GEW Wilhelmshaven GmbH,gew-wilhelmshaven.de,Stadtwerke & kommunale Versorger DACH
GGEW Gruppen-Gas- und Elektrizitätswerk Bergstraße AG,ggew.de,Stadtwerke & kommunale Versorger DACH
Greenpeace Energy eG,greenpeace-energy.de,Stadtwerke & kommunale Versorger DACH
grün.power GmbH,gruenpower.eu,Stadtwerke & kommunale Versorger DACH
Grünstromwerk Vertriebs GmbH,gruenstromwerk.de,Stadtwerke & kommunale Versorger DACH
Grünwelt - eine Marke der Stromio GmbH,gruenwelt.de,Stadtwerke & kommunale Versorger DACH
GSW Gemeinschaftsstadtwerke GmbH Kamen - Bönen - Bergkamen,gsw-kamen.de,Stadtwerke & kommunale Versorger DACH
GWG Grevenbroich GmbH,gwg-grevenbroich.de,Stadtwerke & kommunale Versorger DACH
GWS Stadtwerke Hameln GmbH,stadtwerke-hameln.de,Stadtwerke & kommunale Versorger DACH
HAMBURG ENERGIE GmbH,hamburgenergie.de,Stadtwerke & kommunale Versorger DACH
Harz Energie GmbH & Co. KG,harzenergie.de,Stadtwerke & kommunale Versorger DACH
Havelstrom Zehdenick GmbH,stadtwerke-zehdenick.de,Stadtwerke & kommunale Versorger DACH
Heinrich Klöcker GmbH & Co. KG,kloecker.de,Stadtwerke & kommunale Versorger DACH
Hellweg Energie GmbH - eine Marke der Stadtwerke Lippstadt GmbH,hellwegenergie.de,Stadtwerke & kommunale Versorger DACH
Herzo Werke GmbH,herzowerke.de,Stadtwerke & kommunale Versorger DACH
HEWA GmbH,hewagmbh.de,Stadtwerke & kommunale Versorger DACH
HEW HofEnergie+Wasser GmbH,stadtwerke-hof.de,Stadtwerke & kommunale Versorger DACH
ILZHÖFERS Nachf. Inh. Walch KG,ilzhoefer.com,Stadtwerke & kommunale Versorger DACH
infra fürth gmbh,infra-fuerth.de,Stadtwerke & kommunale Versorger DACH
KBG KraftstromBezugsgenossenschaft Homberg eG,besser-meine-stadtwerke.de,Stadtwerke & kommunale Versorger DACH
KEV Energie GmbH (Energie Nordeifel),ene-eifel.de,Stadtwerke & kommunale Versorger DACH
KlickEnergie GmbH & Co. KG,klickenergie.de,Stadtwerke & kommunale Versorger DACH
KommEnergie GmbH,kommenergie.de,Stadtwerke & kommunale Versorger DACH
Köthen Energie GmbH,koethenergie.de,Stadtwerke & kommunale Versorger DACH
Kraftwerke Haag GmbH,kraftwerke-haag.de,Stadtwerke & kommunale Versorger DACH
Kraftwerk Farchant A. Poettinger & Co KG,kw-farchant.com,Stadtwerke & kommunale Versorger DACH
Kraftwerk Köhlgartenwiese GmbH,koehlgartenwiese.de,Stadtwerke & kommunale Versorger DACH
lekker Energie GmbH,lekker.de,Stadtwerke & kommunale Versorger DACH
"Licht-, Kraft- und Wasserwerke Kitzingen GmbH",lkw-kitzingen.de,Stadtwerke & kommunale Versorger DACH
