company_name,domain,playbook_name
CCC München - Comprehensive Cancer Center München,ccc-muenchen.de,Photovoltaik-Investment ohne Eigenkapital
Kind im Zentrum Chiemgau,kiz-chiemgau.de,Photovoltaik-Investment ohne Eigenkapital
energie-BKK,energie-bkk.de,Photovoltaik-Investment ohne Eigenkapital
ETERNO Cloud,eterno.cloud,Photovoltaik-Investment ohne Eigenkapital
Euro Cto Club,eurocto.eu,Photovoltaik-Investment ohne Eigenkapital
Mein Fitarbeiter,mein-fitarbeiter.de,Photovoltaik-Investment ohne Eigenkapital
Praxis Dr. med. Julian Zeiler,gesund-in-gars.de,Photovoltaik-Investment ohne Eigenkapital
Medic Assistance Business Health GmbH,medicassistance.de,Photovoltaik-Investment ohne Eigenkapital
Urologische Klinik München - Planegg,ukmp.de,Photovoltaik-Investment ohne Eigenkapital
mexb.ai,mexb.ai,Photovoltaik-Investment ohne Eigenkapital
Smartpraxis,smartpraxis.de,Photovoltaik-Investment ohne Eigenkapital
InfiniHeal,infiniheal.com,Photovoltaik-Investment ohne Eigenkapital
mentcape,mentcape.com,Photovoltaik-Investment ohne Eigenkapital
Digital Health Germany,digital-health-germany.org,Photovoltaik-Investment ohne Eigenkapital
FEMclub - Female Excellence in Medicine,femclubmed.org,Photovoltaik-Investment ohne Eigenkapital
Skytürk Medical Assistance,skyturkmedical.de,Photovoltaik-Investment ohne Eigenkapital
MedicalTalentNetwork,medicaltalentnetwork.de,Photovoltaik-Investment ohne Eigenkapital
SEMDATEX GmbH,semdatex.com,Photovoltaik-Investment ohne Eigenkapital
Impulse Health Management,impulse-hm.de,Photovoltaik-Investment ohne Eigenkapital
Dostal & Partner Management- Beratung GmbH,dostal-partner.de,Photovoltaik-Investment ohne Eigenkapital
Augenärztliches MVZ Dr. Riedel & Dr. Müller-Holz,auge-dresden.de,Photovoltaik-Investment ohne Eigenkapital
Zeiss Sanatorien GmbH & Co. Kg,zeiss-kliniken.de,Photovoltaik-Investment ohne Eigenkapital
GERMEDICA - Hausarztpraxis Ganzheitliche Medizin Berlin,praxis-germedica.de,Photovoltaik-Investment ohne Eigenkapital
BeyondHealth,beyondhealth.de,Photovoltaik-Investment ohne Eigenkapital
DRK-Kliniken Nordhessen,drk-nh.de,Photovoltaik-Investment ohne Eigenkapital
Fliedner Klinik Berlin,fliednerklinikberlin.de,Photovoltaik-Investment ohne Eigenkapital
MVZ Praxis im Chilehaus Hamburg,praxis-chilehaus.de,Photovoltaik-Investment ohne Eigenkapital
OrthoCentrum Hamburg,orthocentrum-hamburg.com,Photovoltaik-Investment ohne Eigenkapital
Frauenarztpraxis Berlin - Gynefix - Novasure - ambulant statt Gebärmutterentfernung,frauenaerzte-am-potsdamer-platz.de,Photovoltaik-Investment ohne Eigenkapital
AMANDOmed,amandomed.de,Photovoltaik-Investment ohne Eigenkapital
MVZ „Im Altstadtquartier“,mvz-im-altstadtquartier.de,Photovoltaik-Investment ohne Eigenkapital
Marienstift Arnstadt,marienstift-arnstadt.de,Photovoltaik-Investment ohne Eigenkapital
Hausarztpraxis Dr. Kerim,praxiskerim.de,Photovoltaik-Investment ohne Eigenkapital
LMC - Leading Medical Center,lmc-muenchen.de,Photovoltaik-Investment ohne Eigenkapital
Sportorthopädisches Zentrum Konstanz,soz-konstanz.de,Photovoltaik-Investment ohne Eigenkapital
gomediX GmbH,gomedix.de,Photovoltaik-Investment ohne Eigenkapital
CosDaMed GmbH,cosdamed.de,Photovoltaik-Investment ohne Eigenkapital
Deutsche Hernien Gesellschaft,herniengesellschaft.de,Photovoltaik-Investment ohne Eigenkapital
Augenärzte Dr. Jaksche + Kollegen,jaksche-kollegen.de,Photovoltaik-Investment ohne Eigenkapital
Dermtest,dermtest.com,Photovoltaik-Investment ohne Eigenkapital
doctorderma - Dein Online Hautarzt,doctorderma.de,Photovoltaik-Investment ohne Eigenkapital
sportsmed.berlin,sportsmed.berlin,Photovoltaik-Investment ohne Eigenkapital
exceedU,exceedu.de,Photovoltaik-Investment ohne Eigenkapital
Institute of Cardiovascular Regeneration,cardiovascular-regeneration.com,Photovoltaik-Investment ohne Eigenkapital
Australian Stroke Clinical Registry,auscr.com.au,Photovoltaik-Investment ohne Eigenkapital
REALEYES Augenärzte,realeyes.de,Photovoltaik-Investment ohne Eigenkapital
Zentrum für Psychische Gesundheit,zpg-berlin.de,Photovoltaik-Investment ohne Eigenkapital
Ainoha™,ainoha.fr,Photovoltaik-Investment ohne Eigenkapital
Midaia,midaia.de,Photovoltaik-Investment ohne Eigenkapital
AIVA Institut für Vitalität & Ästhetik,aiva-institut.de,Photovoltaik-Investment ohne Eigenkapital
Bertelsmann BKK,bertelsmann-bkk.de,Photovoltaik-Investment ohne Eigenkapital
KLINIK am RING – Orthopädie und Sporttraumatologie,klinik-am-ring.de,Photovoltaik-Investment ohne Eigenkapital
RKM 740 - ORTHOPÄDIE UND UNFALLCHIRURGIE,rkm740-orthopaedie.de,Photovoltaik-Investment ohne Eigenkapital
Günther Lab,xn--doktor-gnther-erlangen-zlc.de,Photovoltaik-Investment ohne Eigenkapital
radprax Vorsorge-Institut,radprax-vorsorge.de,Photovoltaik-Investment ohne Eigenkapital
Kidney Research Center Cologne,kidneyresearchcenter.org,Photovoltaik-Investment ohne Eigenkapital
1a-Ärztevermittlung,1a-aerztevermittlung.de,Photovoltaik-Investment ohne Eigenkapital
Socialdental / Socialmedical,social-medical.de,Photovoltaik-Investment ohne Eigenkapital
calm Tageskliniken GmbH,calm-tagesklinik.de,Photovoltaik-Investment ohne Eigenkapital
Studierendenwerk Darmstadt,studierendenwerkdarmstadt.de,Photovoltaik-Investment ohne Eigenkapital
INSPIRE Living Lab,livinglab-umm.de,Photovoltaik-Investment ohne Eigenkapital
Lubinus Kliniken GmbH,lubinus-kliniken.de,Photovoltaik-Investment ohne Eigenkapital
FOCUS-Gesundheit,focus-gesundheit.de,Photovoltaik-Investment ohne Eigenkapital
Praxis Dr. Emi | mad about skin GmbH,dr-emi.de,Photovoltaik-Investment ohne Eigenkapital
PRIMO MEDICO GmbH,primomedico.com,Photovoltaik-Investment ohne Eigenkapital
Orthopädisches Fachzentrum Weilheim - Garmisch - Starnberg - Penzberg,ofz-online.de,Photovoltaik-Investment ohne Eigenkapital
Auta Health (ehem. Medigital),auta.health,Photovoltaik-Investment ohne Eigenkapital
heartlive,heart-live.com,Photovoltaik-Investment ohne Eigenkapital
Hessingpark-Clinic GmbH,hessingpark-clinic.de,Photovoltaik-Investment ohne Eigenkapital
Rekoo,rekoo.de,Photovoltaik-Investment ohne Eigenkapital
"ASAM praevent GmbH, Institut für Arbeitssicherheit, Arbeitsmedizin und Prävention",asam-praevent.de,Photovoltaik-Investment ohne Eigenkapital
FTWK,ftwk.io,Photovoltaik-Investment ohne Eigenkapital
"Kardiologie Köln (Privatpraxis für Kardiologie, Innere Medizin und Prävention)",kardiologie-innere-koeln.de,Photovoltaik-Investment ohne Eigenkapital
Health NLP Lab,health-nlp.com,Photovoltaik-Investment ohne Eigenkapital
Telemedicall,telemedicall.com,Photovoltaik-Investment ohne Eigenkapital
Maybach Klinik,maybachklinik.de,Photovoltaik-Investment ohne Eigenkapital
DERMAGO,dermago-group.com,Photovoltaik-Investment ohne Eigenkapital
Digitales Demenzregister Bayern,digidem-bayern.de,Photovoltaik-Investment ohne Eigenkapital
IRTG 2804 (International Research Training Group 2804),irtg2804.de,Photovoltaik-Investment ohne Eigenkapital
Stunning You Plastische & Ästhetische Chirurgie. Dr. Kamil Akhundov,stunning-you.com,Photovoltaik-Investment ohne Eigenkapital
Viszeralmedizin NRW 2026,viszeralmedizin-nrw.de,Photovoltaik-Investment ohne Eigenkapital
Dr. Cannabis GmbH,drcannabis.de,Photovoltaik-Investment ohne Eigenkapital
valmedica,valmedica.com,Photovoltaik-Investment ohne Eigenkapital
Brea Health GmbH,brea.app,Photovoltaik-Investment ohne Eigenkapital
ATEGRIS GmbH,ategris.de,Photovoltaik-Investment ohne Eigenkapital
Vila Health GmbH,vila-health.com,Photovoltaik-Investment ohne Eigenkapital
meda,mymeda.ai,Photovoltaik-Investment ohne Eigenkapital
FGK Pharmacovigilance GmbH,fgk-pv.com,Photovoltaik-Investment ohne Eigenkapital
Mio Health,miohealth.de,Photovoltaik-Investment ohne Eigenkapital
Verus Bonifatius Clinic,verusbonifatius.com,Photovoltaik-Investment ohne Eigenkapital
Endosane Pharmaceuticals,endosane.de,Photovoltaik-Investment ohne Eigenkapital
KinderAugenKrebsStiftung KAKS,kinderaugenkrebsstiftung.de,Photovoltaik-Investment ohne Eigenkapital
Klinik Oberammergau - Waldburg-Zeil Kliniken,klinik-oberammergau.de,Photovoltaik-Investment ohne Eigenkapital
Kooperatives Herzzentrum Köln b.d.R.,kooperatives-koelner-herzzentrum.net,Photovoltaik-Investment ohne Eigenkapital
Loretta Health,loretta.care,Photovoltaik-Investment ohne Eigenkapital
VOSS Kliniken GmbH,voss-humanmedizin.de,Photovoltaik-Investment ohne Eigenkapital
Acura Fachklinik GmbH | Fachklinik für Orthopädie,acura-fachklinik.de,Photovoltaik-Investment ohne Eigenkapital
Dr. Hessemer MVZ GmbH,augen-darmstadt.de,Photovoltaik-Investment ohne Eigenkapital
"Augenzentrum Bayern, AZB",augenzentrum-bayern.de,Photovoltaik-Investment ohne Eigenkapital
MVZ Psychotherapie Dr. Abel & Abel,psychotherapeuten-abel.de,Photovoltaik-Investment ohne Eigenkapital
MVZ PS DOCS GmbH,psdocs.de,Photovoltaik-Investment ohne Eigenkapital
Augenzentrum am St. Franziskus-Hospital,augen-franziskus.de,Photovoltaik-Investment ohne Eigenkapital
Sportsclinic Cologne,sporttrauma-koeln.de,Photovoltaik-Investment ohne Eigenkapital
ASD Rhein-Ruhr GmbH,asd-rhein-ruhr.de,Photovoltaik-Investment ohne Eigenkapital
Parkland-Klinik,parkland-klinik.de,Photovoltaik-Investment ohne Eigenkapital
Herzquartier Düsseldorf-Mülheim-Mönchengladbach,herzquartier.de,Photovoltaik-Investment ohne Eigenkapital
CORONIS FOUNDATION,coronis-foundation.org,Photovoltaik-Investment ohne Eigenkapital
ORTHO4SPORT  Prof. Tobolski,ortho4sport.de,Photovoltaik-Investment ohne Eigenkapital
GoMedicus,gomedicusgroup.com,Photovoltaik-Investment ohne Eigenkapital
Difäm Weltweit,difaem.de,Photovoltaik-Investment ohne Eigenkapital
PARSGO - The Pan-Arabian Research Society of Gynecological Oncology,parsgo.org,Photovoltaik-Investment ohne Eigenkapital
Next Fertility Ulm,next-fertilityulm.de,Photovoltaik-Investment ohne Eigenkapital
Sportklinik Ravensburg,sportklinik-ravensburg.de,Photovoltaik-Investment ohne Eigenkapital
IKK Brandenburg und Berlin,ikkbb.de,Photovoltaik-Investment ohne Eigenkapital
novadocs GmbH,smartcor.de,Photovoltaik-Investment ohne Eigenkapital
Deutsche Atemwegsliga,atemwegsliga.de,Photovoltaik-Investment ohne Eigenkapital
Das Alpreflect,alpreflect.de,Photovoltaik-Investment ohne Eigenkapital
Eifelklinik St. Brigida,st-brigida.de,Photovoltaik-Investment ohne Eigenkapital
CLI TRI Solutions,cli-tri.com,Photovoltaik-Investment ohne Eigenkapital
FORSCHUNGSINSTITUT Kinderkrebs-Zentrum Hamburg,kinderkrebs-forschung.de,Photovoltaik-Investment ohne Eigenkapital
MAC - Munich Vascular Conference,mac-conference.com,Photovoltaik-Investment ohne Eigenkapital
Gesellschaft für Pädiatrische Sportmedizin,kindersportmedizin.org,Photovoltaik-Investment ohne Eigenkapital
Inworks GmbH,inworks.de,Photovoltaik-Investment ohne Eigenkapital
Sigma-Zentrum Privatklinik,sigma-zentrum.de,Photovoltaik-Investment ohne Eigenkapital
Augen-Zentrum-Nordwest,augen-zentrum-nordwest.de,Photovoltaik-Investment ohne Eigenkapital
BrainStim Neuromodulation Center,brain-stim.de,Photovoltaik-Investment ohne Eigenkapital
Gany.MED GmbH - Betriebsmedizinischer Dienst,ganymed-gmbh.com,Photovoltaik-Investment ohne Eigenkapital
motus med,motusmed.de,Photovoltaik-Investment ohne Eigenkapital
tranSektoris - Leadership in Healthcare,transektoris.de,Photovoltaik-Investment ohne Eigenkapital
ZG Zentrum Gesundheit,zentrumgesundheit.de,Photovoltaik-Investment ohne Eigenkapital
Internationales Zentrum für Orthopädie ATOS Klinik Heidelberg,izo-atos.de,Photovoltaik-Investment ohne Eigenkapital
UTN - Universitäres Telemedizin Netzwerk,utn-num.de,Photovoltaik-Investment ohne Eigenkapital
Augenzentrum Bad Kreuznach,augenzentrumbadkreuznach.de,Photovoltaik-Investment ohne Eigenkapital
Vitus Private Clinic,vitusprivatklinik.com,Photovoltaik-Investment ohne Eigenkapital
European Prevention Center | EPC,epccheckup.com,Photovoltaik-Investment ohne Eigenkapital
Orthopaedicum Trier,orthopaedicum-trier.de,Photovoltaik-Investment ohne Eigenkapital
MVZ Medicum Brake Hausärzte GbR,medicum-brake.de,Photovoltaik-Investment ohne Eigenkapital
medCare Deutschland GmbH,medcare-deutschland.de,Photovoltaik-Investment ohne Eigenkapital
AIRAdoc,airadoc.com,Photovoltaik-Investment ohne Eigenkapital
EndoKonsil-Gruppe,endokonsil-gruppe.de,Photovoltaik-Investment ohne Eigenkapital
MEDICPLAZA,medicplaza.de,Photovoltaik-Investment ohne Eigenkapital
zero Praxen,zero-praxen.de,Photovoltaik-Investment ohne Eigenkapital
HAUSÄRZTE AM SPRITZENHAUS - regiopraxis KVBW,hausaerzte-am-spritzenhaus.de,Photovoltaik-Investment ohne Eigenkapital
ReVital Aesthetic Arztpraxen,revitalaesthetic.de,Photovoltaik-Investment ohne Eigenkapital
aidminutes.org gUG,aidminutes.org,Photovoltaik-Investment ohne Eigenkapital
My Active Age - Longevity,myactiveage.com,Photovoltaik-Investment ohne Eigenkapital
Brili Routines,brili.com,Photovoltaik-Investment ohne Eigenkapital
Data Science Group Frankfurt,dsgfrankfurt.de,Photovoltaik-Investment ohne Eigenkapital
DMGD,dmgd.de,Photovoltaik-Investment ohne Eigenkapital
Luisenklinik,luisenklinik.de,Photovoltaik-Investment ohne Eigenkapital
Hypertension Care,hypertonie.app,Photovoltaik-Investment ohne Eigenkapital
Asterisk Women’s Health,asteriskdao.xyz,Photovoltaik-Investment ohne Eigenkapital
SMARTmedSolutions,smartmedsolutions.de,Photovoltaik-Investment ohne Eigenkapital
Habichtswald-Klinik,habichtswald-privat-klinik.de,Photovoltaik-Investment ohne Eigenkapital
GRB Gesellschaft für Risiko-Beratung mbH,grb.de,Photovoltaik-Investment ohne Eigenkapital
nowomed,nowomed.com,Photovoltaik-Investment ohne Eigenkapital
Reha-Zentrum St. Blasien,rehazentrum-stb.de,Photovoltaik-Investment ohne Eigenkapital
"Protekto Gruppe - Betriebsarzt, Arbeitsschutz, Datenschutz",protekto.de,Photovoltaik-Investment ohne Eigenkapital
OPTICUM Augentagesklinik Neukölln,opticum-augen.de,Photovoltaik-Investment ohne Eigenkapital
Die Arbeitsschutzhelden,arbeitsschutzhelden.de,Photovoltaik-Investment ohne Eigenkapital
cuno.health,cuno.health,Photovoltaik-Investment ohne Eigenkapital
Bergisches Zentrum PARK GbR,kardiologie-angiologie-wuppertal.de,Photovoltaik-Investment ohne Eigenkapital
DGÄPC - Deutsche Gesellschaft für Ästhetisch-Plastische Chirurgie,dgaepc.de,Photovoltaik-Investment ohne Eigenkapital
MEDIZINICUM GmbH,medizinicum.de,Photovoltaik-Investment ohne Eigenkapital
SALUTO Gesellschaft für Sport und Gesundheit mbH,saluto.de,Photovoltaik-Investment ohne Eigenkapital
Fachklinik Hornheide,fachklinik-hornheide.de,Photovoltaik-Investment ohne Eigenkapital
Arbeitsmedizin Prof. Rusche,arbeitsmedizin-rusche.de,Photovoltaik-Investment ohne Eigenkapital
Ärzte Am Werk,aerzte-am-werk.de,Photovoltaik-Investment ohne Eigenkapital
Semper Fachschulen Dresden,aik-web.de,Photovoltaik-Investment ohne Eigenkapital
CardioVasculäres Centrum Frankfurt,cvcfrankfurt.de,Photovoltaik-Investment ohne Eigenkapital
TIGA Media GmbH,tigamedia.de,Photovoltaik-Investment ohne Eigenkapital
Smarteye,smarteye.de,Photovoltaik-Investment ohne Eigenkapital
Fachklinikum Mainschleife GmbH,fachklinikum-mainschleife.de,Photovoltaik-Investment ohne Eigenkapital
Aggertalklinik Engelskirchen,aggertalklinik.de,Photovoltaik-Investment ohne Eigenkapital
Auregio - Augenärzte der Region,auregio.de,Photovoltaik-Investment ohne Eigenkapital
mediCARE+ MVZ,medicare-mvz.de,Photovoltaik-Investment ohne Eigenkapital
Frauenklinik an der Elbe,frauenklinik-elbe.de,Photovoltaik-Investment ohne Eigenkapital
Arbeitsschutzzentrum in Thüringen,arbeitsschutzzentrum.de,Photovoltaik-Investment ohne Eigenkapital
Kardiologie Köln,kardiologiekoeln.de,Photovoltaik-Investment ohne Eigenkapital
PRIMEDUS GmbH,primedus.de,Photovoltaik-Investment ohne Eigenkapital
Praxis Dr. Marks & Team,knochendoc.de,Photovoltaik-Investment ohne Eigenkapital
GESUNDES KINZIGTAL GmbH,gesundes-kinzigtal.de,Photovoltaik-Investment ohne Eigenkapital
Anaesthesio®,anaesthesio.de,Photovoltaik-Investment ohne Eigenkapital
Klinik Sanssouci Potsdam GmbH & Co. KG,kliniksanssouci.de,Photovoltaik-Investment ohne Eigenkapital
A+Videoclinic GmbH,videoclinic.de,Photovoltaik-Investment ohne Eigenkapital
CATCH ALL Clinical Research Unit 5010,catchall-kfo5010.com,Photovoltaik-Investment ohne Eigenkapital
REHA med Gesundheitspark GmbH,reha-herxheim.de,Photovoltaik-Investment ohne Eigenkapital
R+V Betriebskrankenkasse,ruv-bkk.de,Photovoltaik-Investment ohne Eigenkapital
HNOnet,hnonet.de,Photovoltaik-Investment ohne Eigenkapital
Hessisches Krebsregister,hessisches-krebsregister.de,Photovoltaik-Investment ohne Eigenkapital
Medotrax GmbH,medotrax.com,Photovoltaik-Investment ohne Eigenkapital
BKK WIRTSCHAFT & FINANZEN,bkk-wf.de,Photovoltaik-Investment ohne Eigenkapital
Onkologische Praxis und Tagesklinik Gelsenkirchen,onkologie-gelsenkirchen.de,Photovoltaik-Investment ohne Eigenkapital
Institute of Neurology (Edinger Institute),kgu.de,Photovoltaik-Investment ohne Eigenkapital
ERA Esthetic Avenue,eraesthetic.de,Photovoltaik-Investment ohne Eigenkapital
Vincera Kliniken,vincera-kliniken.de,Photovoltaik-Investment ohne Eigenkapital
IOZK - Immunotherapy,iozk.de,Photovoltaik-Investment ohne Eigenkapital
Gelenkzentrum Mittelrhein,gelenkzentrum-mittelrhein.de,Photovoltaik-Investment ohne Eigenkapital
DOKTUS - die Betriebsärzte,doktus.de,Photovoltaik-Investment ohne Eigenkapital
Lasermed Group,lasermed.de,Photovoltaik-Investment ohne Eigenkapital
HR digi. GmbH,hr-digi.de,Photovoltaik-Investment ohne Eigenkapital
Wert & Sinn - Institut für wertorientierte Lebensgestaltung,wertundsinn.de,Photovoltaik-Investment ohne Eigenkapital
Augenarztpraxis Dr. Markus Wensing,augenarzt-wensing.de,Photovoltaik-Investment ohne Eigenkapital
Kinderzentrum Maulbronn,kize.de,Photovoltaik-Investment ohne Eigenkapital
Clinic Bel Etage,clinicbeletage.de,Photovoltaik-Investment ohne Eigenkapital
GlucoFit GmbH,glucofit.de,Photovoltaik-Investment ohne Eigenkapital
Facharztzentrum International,med-ffm.com,Photovoltaik-Investment ohne Eigenkapital
Joona,joonaapp.com,Photovoltaik-Investment ohne Eigenkapital
BDH-Klinik Braunfels,bdh-klinik-braunfels.de,Photovoltaik-Investment ohne Eigenkapital
ZAGS Zentrum für Arbeit und Gesundheit Sachsen,zags-dresden.de,Photovoltaik-Investment ohne Eigenkapital
Logopädie Sprechfreude GmbH,logopaedie-sprechfreude.com,Photovoltaik-Investment ohne Eigenkapital
Augenpraxisklinik Lohr,augen-lohr-mvz.de,Photovoltaik-Investment ohne Eigenkapital
Praxis Lübberding & Kolleg:innen,praxisluebberding.de,Photovoltaik-Investment ohne Eigenkapital
Dialog Logopädie,dialog-logopaedie.de,Photovoltaik-Investment ohne Eigenkapital
Sanecum Digital Services GmbH,sanecum.io,Photovoltaik-Investment ohne Eigenkapital
LIPOCURA®,lipocura.de,Photovoltaik-Investment ohne Eigenkapital
COSO Contraception,coso-contraception.de,Photovoltaik-Investment ohne Eigenkapital
HY STUDIO GmbH,hystudio.de,Photovoltaik-Investment ohne Eigenkapital
novu,novu.ai,Photovoltaik-Investment ohne Eigenkapital
MVZ Strahleninstitut Köln GmbH,strahleninstitut.de,Photovoltaik-Investment ohne Eigenkapital
mebix,mebix.de,Photovoltaik-Investment ohne Eigenkapital
Klinik & MVZ Schöneberg Berlin,klinik-schoeneberg.de,Photovoltaik-Investment ohne Eigenkapital
ASG Anästhesie & Schmerztherapie GbR und MVZ GmbH,asg-online.com,Photovoltaik-Investment ohne Eigenkapital
Dr. Holldorf Consult GmbH,drholldorf.de,Photovoltaik-Investment ohne Eigenkapital
Medical Helpline Worldwide GmbH (MHW),medical-helpline.com,Photovoltaik-Investment ohne Eigenkapital
"Türk Alman Psikiyatri, Psikoterapi ve Psikososyal Sağlık Derneği",dtgpp.de,Photovoltaik-Investment ohne Eigenkapital
SYNLAB Center for Human Genetics Freiburg,humangenetik-freiburg.de,Photovoltaik-Investment ohne Eigenkapital
Insellar,insellar.com,Photovoltaik-Investment ohne Eigenkapital
RETURN GmbH,return-abrechnung.de,Photovoltaik-Investment ohne Eigenkapital
Landarzt sein.,landarzt-sein.de,Photovoltaik-Investment ohne Eigenkapital
MY HEALTH & BEAUTY,myhealthandbeauty.app,Photovoltaik-Investment ohne Eigenkapital
RELEVIUM Project,releviumproject.eu,Photovoltaik-Investment ohne Eigenkapital
alanta med GmbH,alanta-med.de,Photovoltaik-Investment ohne Eigenkapital
HNO Klinik Dr. Gaertner - Gaertnerklink,gaertnerklinik.de,Photovoltaik-Investment ohne Eigenkapital
RescueService Group,rescueservice.de,Photovoltaik-Investment ohne Eigenkapital
LOEWE Research Center DYNAMIC,dynamic-center.net,Photovoltaik-Investment ohne Eigenkapital
smart medication eHealth Solutions GmbH,smart-medication.eu,Photovoltaik-Investment ohne Eigenkapital
meisterwerk ventures,meisterwerk.ventures,Photovoltaik-Investment ohne Eigenkapital
Institut für medizinische Prävention me-vention,medizinische-praevention-koeln.de,Photovoltaik-Investment ohne Eigenkapital
QVSTA,qvsta.com,Photovoltaik-Investment ohne Eigenkapital
"Wormser Gesundheitsnetz EG, WoGe",woge-worms.de,Photovoltaik-Investment ohne Eigenkapital
Constanze Care,constanze.care,Photovoltaik-Investment ohne Eigenkapital
Pathologie Ansbach,patho-ansbach.de,Photovoltaik-Investment ohne Eigenkapital
InfectoPharm Digital Health GmbH,meinetinnitusapp.de,Photovoltaik-Investment ohne Eigenkapital
Sozialpsychiatrisches Centrum Dr. Meyers,meyers-dorsten.com,Photovoltaik-Investment ohne Eigenkapital
FinLers GmbH,finlers.de,Photovoltaik-Investment ohne Eigenkapital
Wittener Preis für Gesundheitsvisionäre,gesundheitsvisionaere.de,Photovoltaik-Investment ohne Eigenkapital
Strahlentherapie Bergisch Gladbach,strahlentherapie-bgl.de,Photovoltaik-Investment ohne Eigenkapital
Privat- und Kassenpraxis für Allgemeinmedizin,allgemeinmedizin-kuchem.de,Photovoltaik-Investment ohne Eigenkapital
mens care + life,mens-care-life.com,Photovoltaik-Investment ohne Eigenkapital
ETS ConHealth,ets-conhealth.de,Photovoltaik-Investment ohne Eigenkapital
SRH Fachkrankenhaus Neresheim,fachkrankenhaus-neresheim.de,Photovoltaik-Investment ohne Eigenkapital
"IVM plus GmbH, an IQVIA business",ivmplus.de,Photovoltaik-Investment ohne Eigenkapital
Bányai Neue Augen - Augenlaserzentrum in Stuttgart & Karlsruhe,neue-augen.de,Photovoltaik-Investment ohne Eigenkapital
Plastische & Ästhetische Chirurgie Dr. Berkei,drberkei.com,Photovoltaik-Investment ohne Eigenkapital
MedRefer,medrefer.de,Photovoltaik-Investment ohne Eigenkapital
Praxisklinik Herz und Gefäße,praxisklinik-dresden.de,Photovoltaik-Investment ohne Eigenkapital
DIRC health,dirc.io,Photovoltaik-Investment ohne Eigenkapital
Reisach Kliniken GmbH,reisach-kliniken.de,Photovoltaik-Investment ohne Eigenkapital
"Prof. Dr. J. Ahlers, Prof. Dr. Ahlers, Facharzt Orthopädie & Unfallchirurgie Frankfurt",unfallchirurgie.com,Photovoltaik-Investment ohne Eigenkapital
OPISTO Gruppe,opisto-gruppe.de,Photovoltaik-Investment ohne Eigenkapital
Artistic Aesthetic and Health GmbH,artisticaesthetic.de,Photovoltaik-Investment ohne Eigenkapital
HNO-Praxis / E.N.T. Center,hno-oberursel.de,Photovoltaik-Investment ohne Eigenkapital
Infusio,infusio.org,Photovoltaik-Investment ohne Eigenkapital
anest Gruppe,anest.de,Photovoltaik-Investment ohne Eigenkapital
Sporthomedic,sporthomedic.de,Photovoltaik-Investment ohne Eigenkapital
BSH HEALTH GERMANY,bsh-health.de,Photovoltaik-Investment ohne Eigenkapital
myCare2x,mycare2x.com,Photovoltaik-Investment ohne Eigenkapital
Limes Schlossklinik Fürstenhof,limes-schlossklinik-fuerstenhof.de,Photovoltaik-Investment ohne Eigenkapital
Praxisklinik Zähringen Orthopädie,praxisklinik-zaehringen.de,Photovoltaik-Investment ohne Eigenkapital
DUS Orthopädie & Unfallchirurgie,dus-orthopaedie-unfallchirurgie.de,Photovoltaik-Investment ohne Eigenkapital
Dermatologie Quist,dermatologie-quist.de,Photovoltaik-Investment ohne Eigenkapital
Media Consult Maier + Partner GmbH,medicaltopjobs.de,Photovoltaik-Investment ohne Eigenkapital
Gefässklinik Dr. Tsantilas & Kollegen,gefaessklinik-augsburg.de,Photovoltaik-Investment ohne Eigenkapital
VenaZiel Berlin MVZ GmbH,venaziel.de,Photovoltaik-Investment ohne Eigenkapital
tinnitus care,tinnitus-care.de,Photovoltaik-Investment ohne Eigenkapital
Gastropraxis Magdeburg,gastropraxis-magdeburg.de,Photovoltaik-Investment ohne Eigenkapital
TRADEBAY,tradebayofficial.com,Photovoltaik-Investment ohne Eigenkapital
Neuropsychiatrisches Zentrum Hamburg,npz-hamburg.de,Photovoltaik-Investment ohne Eigenkapital
Hautarztpraxis Dr. Edda Ballensiefen,dermatologie-steglitz.de,Photovoltaik-Investment ohne Eigenkapital
Orthopädie Hohenzollernplatz,ortho-hohenzollernplatz.de,Photovoltaik-Investment ohne Eigenkapital
Veritas Videoconsult GmbH,veritas-videoconsult.de,Photovoltaik-Investment ohne Eigenkapital
Wissenschaftliches Institut der Niedergelassenen Hämatologen und Onkologen,winho.de,Photovoltaik-Investment ohne Eigenkapital
Stiftungskrankenhaus Nördlingen,mvz-noerdlingen.de,Photovoltaik-Investment ohne Eigenkapital
Ihre Augenärzte,ihre-augenaerzte.de,Photovoltaik-Investment ohne Eigenkapital
SAIL in Bhutan,sailinbhutan.com,Photovoltaik-Investment ohne Eigenkapital
NOTARZTDIENSTE Unternehmensgruppe,notarztdienste.de,Photovoltaik-Investment ohne Eigenkapital
PraxisServicePlus,praxisserviceplus.de,Photovoltaik-Investment ohne Eigenkapital
Medizentrum Eckert,medizentrum-eckert.de,Photovoltaik-Investment ohne Eigenkapital
Streit GmbH,streit-online.de,Photovoltaik-Investment ohne Eigenkapital
Diabetespraxis Dr. Braun,diabetespraxis-braun.de,Photovoltaik-Investment ohne Eigenkapital
MoVA Institut für Moderne Verhaltenstherapie GmbH,mova-institut.de,Photovoltaik-Investment ohne Eigenkapital
medicalfly,medicalfly.de,Photovoltaik-Investment ohne Eigenkapital
Sporthopaedic-Hamburg,sporthopaedic-hamburg.de,Photovoltaik-Investment ohne Eigenkapital
