company_name,domain,playbook
Felss Group GmbH,felss.com,Luft- & Raumfahrt / Defense
Gruppo Parpas,gruppoparpas.com,Luft- & Raumfahrt / Defense
epsotech - we care about plastics,epsotech.com,Luft- & Raumfahrt / Defense
Hüller Hille GmbH,hueller-hille.com,Luft- & Raumfahrt / Defense
KORN CONSULT GROUP,korn-consult.com,Luft- & Raumfahrt / Defense
NEX Aero,nex.aero,Luft- & Raumfahrt / Defense
Oemeta - The Coolant People,oemeta.com,Luft- & Raumfahrt / Defense
Mare Group,maregroup.it,Luft- & Raumfahrt / Defense
Consulteer,consulteer.com,Luft- & Raumfahrt / Defense
ONA EDM,onaedm.com,Luft- & Raumfahrt / Defense
Becker Avionics GmbH,becker-avionics.com,Luft- & Raumfahrt / Defense
AMADA WELD TECH EU,amadaweldtech.eu,Luft- & Raumfahrt / Defense
FibreCoat,fibrecoat.de,Luft- & Raumfahrt / Defense
Tibet Makina,tibetmakina.com.tr,Luft- & Raumfahrt / Defense
FOOKE GmbH,fooke-machines.com,Luft- & Raumfahrt / Defense
RÄDER-VOGEL Räder- und Rollenfabrik GmbH & Co. KG,raedervogel.de,Luft- & Raumfahrt / Defense
SCHROTH Safety Products,schroth.com,Luft- & Raumfahrt / Defense
NOFFZ Technologies,noffz.com,Luft- & Raumfahrt / Defense
Knipping Kunststofftechnik,knipping.de,Luft- & Raumfahrt / Defense
Chambrelan,chambrelan.com,Luft- & Raumfahrt / Defense
SpaceTech GmbH,spacetech-i.com,Luft- & Raumfahrt / Defense
Allex.ai,allex.ai,Luft- & Raumfahrt / Defense
Elma Electronic,elma.com,Luft- & Raumfahrt / Defense
Smart Eye,smarteye.se,Luft- & Raumfahrt / Defense
Parsan,parsan.com,Luft- & Raumfahrt / Defense
Infodefensa,infodefensa.com,Luft- & Raumfahrt / Defense
ASFAT (Military Factory and Shipyard Management Inc.),asfat.com.tr,Luft- & Raumfahrt / Defense
HMS Makina Sanayi,hmsmakina.com.tr,Luft- & Raumfahrt / Defense
AIN - Navarra Industrial Association,ain.es,Luft- & Raumfahrt / Defense
VoltAero,voltaero.aero,Luft- & Raumfahrt / Defense
NKT Photonics,nktphotonics.com,Luft- & Raumfahrt / Defense
SEA Milan Airports,seamilano.eu,Luft- & Raumfahrt / Defense
IKERLAN,ikerlan.es,Luft- & Raumfahrt / Defense
ENGIBEX,engibex.be,Luft- & Raumfahrt / Defense
Leonardo Logistics,leonardologistics.it,Luft- & Raumfahrt / Defense
LaudaMotion GmbH,laudamotion.com,Luft- & Raumfahrt / Defense
ScioTeq,scioteq.com,Luft- & Raumfahrt / Defense
CFA des Métiers de l'Aérien AFMAé,afmae.fr,Luft- & Raumfahrt / Defense
Pavotek,pavotek.com.tr,Luft- & Raumfahrt / Defense
Elsys Design,elsys-design.com,Luft- & Raumfahrt / Defense
Aril Havacılık Savunma,arilhavacilik.com,Luft- & Raumfahrt / Defense
RHEA Group,rheagroup.com,Luft- & Raumfahrt / Defense
Crs Soft,crssoft.com,Luft- & Raumfahrt / Defense
Bravent,bravent.net,Luft- & Raumfahrt / Defense
AIMEN Centro Tecnológico,aimen.es,Luft- & Raumfahrt / Defense
Cogne Acciai Speciali S.p.A.,cogne.com,Luft- & Raumfahrt / Defense
Loodos,loodos.com,Luft- & Raumfahrt / Defense
Chalair Aviation,chalair.fr,Luft- & Raumfahrt / Defense
THE LÄND,thelaend.de,Luft- & Raumfahrt / Defense
Pratt & Whitney Rzeszów,pwrze.com,Luft- & Raumfahrt / Defense
Exxelia,exxelia.com,Luft- & Raumfahrt / Defense
İstanbul Gelişim Üniversitesi,gelisim.edu.tr,Luft- & Raumfahrt / Defense
Economía 3,economia3.com,Luft- & Raumfahrt / Defense
Neos SpA,neosair.com,Luft- & Raumfahrt / Defense
CSEM,csem.ch,Luft- & Raumfahrt / Defense
SOS MEDITERRANEE France,sosmediterranee.fr,Luft- & Raumfahrt / Defense
WB GROUP,wbgroup.pl,Luft- & Raumfahrt / Defense
NOVAE,novae-group.com,Luft- & Raumfahrt / Defense
Málaga TechPark | Parque Tecnológico de Andalucía,pta.es,Luft- & Raumfahrt / Defense
Active Space Technologies,activespacetech.com,Luft- & Raumfahrt / Defense
WeAre Group,weare-aerospace.com,Luft- & Raumfahrt / Defense
Avnet Silica,avnet-silica.com,Luft- & Raumfahrt / Defense
French bee,frenchbee.com,Luft- & Raumfahrt / Defense
Swiss TPH,swisstph.ch,Luft- & Raumfahrt / Defense
Universal Alloy Corporation,universalalloy.com,Luft- & Raumfahrt / Defense
HydroPower,hydropower-maschinen.de,Luft- & Raumfahrt / Defense
FFA - Fédération Française Aéronautique,ffa-aero.fr,Luft- & Raumfahrt / Defense
Hopium,hopium.com,Luft- & Raumfahrt / Defense
ENAIRE,enaire.es,Luft- & Raumfahrt / Defense
Bell & Ross,bellross.com,Luft- & Raumfahrt / Defense
GOM Metrology,gom.com,Luft- & Raumfahrt / Defense
SESAR Joint Undertaking,sesarju.eu,Luft- & Raumfahrt / Defense
Aerolite,aerolite.ch,Luft- & Raumfahrt / Defense
Agileo Automation,agileo.com,Luft- & Raumfahrt / Defense
Photon Laser Manufacturing GmbH,photonag.com,Luft- & Raumfahrt / Defense
Swiss Federal Nuclear Safety Inspectorate ENSI,ensi.ch,Luft- & Raumfahrt / Defense
GFH GmbH,gfh-gmbh.de,Luft- & Raumfahrt / Defense
CMO Group,cmogroup.it,Luft- & Raumfahrt / Defense
HARALD PIHL,haraldpihl.com,Luft- & Raumfahrt / Defense
Roboticom,roboticom.it,Luft- & Raumfahrt / Defense
RAS SAAR GmbH,ras-saar.de,Luft- & Raumfahrt / Defense
Automation W+R GmbH,automationwr.de,Luft- & Raumfahrt / Defense
Dantec Dynamics,dantecdynamics.com,Luft- & Raumfahrt / Defense
Aerospace Transmission Technologies GmbH,aerotranstech.com,Luft- & Raumfahrt / Defense
Jettainer,jettainer.com,Luft- & Raumfahrt / Defense
Kratzer GmbH & Co. KG,kratzer.de,Luft- & Raumfahrt / Defense
Helicopter Air Transport GmbH,heliair.eu,Luft- & Raumfahrt / Defense
ATC Aviation Services AG,atc-aviation.com,Luft- & Raumfahrt / Defense
"IDEAL-Trade Service, spol. s r.o.",itsbrno.cz,Luft- & Raumfahrt / Defense
LMG Manufacturing GmbH,lmg-gmbh.com,Luft- & Raumfahrt / Defense
Strike Aviation Group,strike.aero,Luft- & Raumfahrt / Defense
Beutter Präzisions-Komponenten GmbH & Co. KG,beutter.de,Luft- & Raumfahrt / Defense
Hoffmann + Krippner GmbH & Co. KG,hoffmann-krippner.com,Luft- & Raumfahrt / Defense
Celebi Cargo GmbH,celebicargo.de,Luft- & Raumfahrt / Defense
Applus+ IMA,ima-dresden.de,Luft- & Raumfahrt / Defense
CRP Group,crp-group.com,Luft- & Raumfahrt / Defense
Hofmann & Vratny OHG,hofmann-vratny.de,Luft- & Raumfahrt / Defense
MERLETTI AEROSPACE,merlettiaerospace.it,Luft- & Raumfahrt / Defense
SAB Aerospace,sabaerospace.com,Luft- & Raumfahrt / Defense
Pagani Automobili,pagani.com,Luft- & Raumfahrt / Defense
EOSOL,eosolgroup.com,Luft- & Raumfahrt / Defense
TİTRA,titra.com.tr,Luft- & Raumfahrt / Defense
Turkish Technology,turkishtechnology.com,Luft- & Raumfahrt / Defense
SSB - Savunma Sanayii Başkanlığı / Secretariat of Defence Industries,ssb.gov.tr,Luft- & Raumfahrt / Defense
Biesse,biesse.com,Luft- & Raumfahrt / Defense
Agenzia Spaziale Italiana,asi.it,Luft- & Raumfahrt / Defense
Senior Aerospace Calorstat,senior-calorstat.com,Luft- & Raumfahrt / Defense
Turkish Cargo,turkishcargo.com,Luft- & Raumfahrt / Defense
Kordsa,kordsa.com,Luft- & Raumfahrt / Defense
PRIME ENGINEERING France,primeengineering.fr,Luft- & Raumfahrt / Defense
Sauber Group,sauber-group.com,Luft- & Raumfahrt / Defense
Makine ve Kimya Endüstrisi A.Ş.,mke.gov.tr,Luft- & Raumfahrt / Defense
SII Group Spain,siigroup-spain.com,Luft- & Raumfahrt / Defense
Centralny Port Komunikacyjny,portpolska.pl,Luft- & Raumfahrt / Defense
EUROCONTROL,eurocontrol.int,Luft- & Raumfahrt / Defense
Experis Italia,experis.it,Luft- & Raumfahrt / Defense
RAMSA DEFENCE & AEROSPACE,ramsadefence.com,Luft- & Raumfahrt / Defense
AERTEC,aertecsolutions.com,Luft- & Raumfahrt / Defense
ENAC - Ecole Nationale de l'Aviation Civile,enac.fr,Luft- & Raumfahrt / Defense
Air Europa,aireuropa.com,Luft- & Raumfahrt / Defense
Coşkunöz Holding,coskunozholding.com.tr,Luft- & Raumfahrt / Defense
Kale Pratt & Whitney,kalepw.com,Luft- & Raumfahrt / Defense
Rega,rega.co.uk,Luft- & Raumfahrt / Defense
Sonaca,sonaca.com,Luft- & Raumfahrt / Defense
Women in Aerospace Europe (WIA-Europe),wia-europe.org,Luft- & Raumfahrt / Defense
Odense Robotics,odenserobotics.dk,Luft- & Raumfahrt / Defense
Argon & Co,argonandco.com,Luft- & Raumfahrt / Defense
Avular,avular.com,Luft- & Raumfahrt / Defense
TLT-Turbo GmbH,tlt-turbo.com,Luft- & Raumfahrt / Defense
ZIM Aircraft Seating,zim.aero,Luft- & Raumfahrt / Defense
Exail Technologies (EPA: EXA ; OTCQX: EXALF),exail-technologies.com,Luft- & Raumfahrt / Defense
FD Group,fd-group.eu,Luft- & Raumfahrt / Defense
Altınay Robot Teknolojileri,altinay-robot.com,Luft- & Raumfahrt / Defense
DORST Technologies GmbH,dorst-technologies.com,Luft- & Raumfahrt / Defense
Caracol AM,caracol-am.com,Luft- & Raumfahrt / Defense
POLARIS Spaceplanes,polaris-spaceplanes.com,Luft- & Raumfahrt / Defense
AIR HAMBURG,air-hamburg.de,Luft- & Raumfahrt / Defense
Bayern-Chemie GmbH,bayern-chemie.de,Luft- & Raumfahrt / Defense
TESA Technology,tesatechnology.com,Luft- & Raumfahrt / Defense
Composite Technology Center / CTC GmbH (An Airbus Company),ctc-composites.com,Luft- & Raumfahrt / Defense
Poppe + Potthoff GmbH,poppe-potthoff.com,Luft- & Raumfahrt / Defense
Linseis Thermal Analysis,linseis.com,Luft- & Raumfahrt / Defense
SPEA,spea.com,Luft- & Raumfahrt / Defense
ZUFALL logistics group,zufall.de,Luft- & Raumfahrt / Defense
Sundair,sundair.com,Luft- & Raumfahrt / Defense
airberlin,airberlin.com,Luft- & Raumfahrt / Defense
Modig Machine Tool,modig.se,Luft- & Raumfahrt / Defense
Fincantieri NexTech Spa,fincantierinextech.com,Luft- & Raumfahrt / Defense
Bontaz,bontaz.com,Luft- & Raumfahrt / Defense
CURTI S.p.A. Costruzioni Meccaniche,curti.com,Luft- & Raumfahrt / Defense
Tintschl Unternehmensgruppe,tintschl.de,Luft- & Raumfahrt / Defense
Calumet Photo Video,calumet.de,Luft- & Raumfahrt / Defense
NILES-SIMMONS - BRAND OF THE NSH GROUP,niles-simmons.de,Luft- & Raumfahrt / Defense
JLCPCB,jlcpcb.com,Luft- & Raumfahrt / Defense
AKG Group,akg-group.com,Luft- & Raumfahrt / Defense
Bucher Group,bucher-group.com,Luft- & Raumfahrt / Defense
EA Elektro-Automatik,elektroautomatik.com,Luft- & Raumfahrt / Defense
Steinmeyer,steinmeyer.com,Luft- & Raumfahrt / Defense
IHI Hauzer Techno Coating,hauzertechnocoating.com,Luft- & Raumfahrt / Defense
HYDRO Systems GmbH & Co. KG,hydro.aero,Luft- & Raumfahrt / Defense
QCS-Quick Cargo Service,quick-cargo-service.com,Luft- & Raumfahrt / Defense
Wandercraft,wandercraft.eu,Luft- & Raumfahrt / Defense
sia Abrasives,siaabrasives.com,Luft- & Raumfahrt / Defense
EurA AG,eura-ag.com,Luft- & Raumfahrt / Defense
NEVEON,neveon.com,Luft- & Raumfahrt / Defense
IBARMIA,ibarmia.com,Luft- & Raumfahrt / Defense
APCO Technologies SA,apco-technologies.eu,Luft- & Raumfahrt / Defense
VENJAKOB Maschinenbau GmbH & Co. KG,venjakob.de,Luft- & Raumfahrt / Defense
KESSLER Group,kessler-group.biz,Luft- & Raumfahrt / Defense
eXcent - Ingénierie Industrielle,excent.fr,Luft- & Raumfahrt / Defense
Variosystems,variosystems.com,Luft- & Raumfahrt / Defense
TOPseven,topseven.com,Luft- & Raumfahrt / Defense
BLOHM JUNG,blohmjung.com,Luft- & Raumfahrt / Defense
PETROFER,petrofer.com,Luft- & Raumfahrt / Defense
TII SCHEUERLE,tii-group.com,Luft- & Raumfahrt / Defense
TCR,tcr-group.com,Luft- & Raumfahrt / Defense
NLR - Netherlands Aerospace Centre,nlr.org,Luft- & Raumfahrt / Defense
Coşkunöz Aerospace,csh.com.tr,Luft- & Raumfahrt / Defense
BİTES - Defence & Aerospace Technologies,bites.com.tr,Luft- & Raumfahrt / Defense
DASAL Aerospace Technologies,dasal.com.tr,Luft- & Raumfahrt / Defense
Aerospace Valley,aerospace-valley.com,Luft- & Raumfahrt / Defense
International Air Transport Association (IATA),iata.org,Luft- & Raumfahrt / Defense
AEROCONTACT,aerocontact.com,Luft- & Raumfahrt / Defense
ARV,quick-release-pin.com,Luft- & Raumfahrt / Defense
Alp Havacılık,alp.com.tr,Luft- & Raumfahrt / Defense
agap2 Italia,agap2.it,Luft- & Raumfahrt / Defense
Pilatus Aircraft Ltd,pilatus-aircraft.com,Luft- & Raumfahrt / Defense
Technology & Strategy,technologyandstrategy.com,Luft- & Raumfahrt / Defense
Fontana Group - where ideas take shape,fontana-group.com,Luft- & Raumfahrt / Defense
H3 Grob Aircraft SE,grob-aircraft.com,Luft- & Raumfahrt / Defense
SW - Schwäbische Werkzeugmaschinen,sw-machines.com,Luft- & Raumfahrt / Defense
ALTEN Switzerland,alten.ch,Luft- & Raumfahrt / Defense
The Exploration Company,exploration.space,Luft- & Raumfahrt / Defense
Marposs,marposs.com,Luft- & Raumfahrt / Defense
PERSICO GROUP,persico.com,Luft- & Raumfahrt / Defense
Austrian Airlines,austrian.com,Luft- & Raumfahrt / Defense
EMCO Corporation,emco-world.com,Luft- & Raumfahrt / Defense
Rollon Group,rollon.com,Luft- & Raumfahrt / Defense
FFT Produktionssysteme,fft.de,Luft- & Raumfahrt / Defense
abat,abat.de,Luft- & Raumfahrt / Defense
Screening Eagle | Proceq,screeningeagle.com,Luft- & Raumfahrt / Defense
Maschinenfabrik Berthold HERMLE AG,hermle.de,Luft- & Raumfahrt / Defense
Apside,apside.com,Luft- & Raumfahrt / Defense
European Air Transport Leipzig GmbH,fly.dhl,Luft- & Raumfahrt / Defense
Witzenmann Group,witzenmann.com,Luft- & Raumfahrt / Defense
Prima Power,primapower.com,Luft- & Raumfahrt / Defense
Guldberg GmbH,guldberg.de,Luft- & Raumfahrt / Defense
Cicor Group,cicor.com,Luft- & Raumfahrt / Defense
CHROPYNSKA Group,chropynska.com,Luft- & Raumfahrt / Defense
Mersen,mersen.com,Luft- & Raumfahrt / Defense
Aero Figeac,figeac-aero.com,Luft- & Raumfahrt / Defense
KME,kme.com,Luft- & Raumfahrt / Defense
SQS Group,expleogroup.com,Luft- & Raumfahrt / Defense
Demcon,demcon.com,Luft- & Raumfahrt / Defense
Blue Water Shipping,bws.net,Luft- & Raumfahrt / Defense
FACC AG,facc.com,Luft- & Raumfahrt / Defense
NTN Europe,ntn-snr.com,Luft- & Raumfahrt / Defense
MPS Micro Precision Systems AG,mpsag.com,Luft- & Raumfahrt / Defense
Arthur D. Little,adlittle.com,Luft- & Raumfahrt / Defense
Wieland Group,wieland.com,Luft- & Raumfahrt / Defense
Aritex,aritex-es.com,Luft- & Raumfahrt / Defense
WFL Millturn Technologies GmbH & Co. KG,wfl.at,Luft- & Raumfahrt / Defense
ESG Elektroniksystem- und Logistik-GmbH,esg.de,Luft- & Raumfahrt / Defense
Sabena technics,sabenatechnics.com,Luft- & Raumfahrt / Defense
Roeders - Machines and Automation,roeders.de,Luft- & Raumfahrt / Defense
OTTO FUCHS KG,otto-fuchs.com,Luft- & Raumfahrt / Defense
Rieckermann,rieckermann.com,Luft- & Raumfahrt / Defense
UFI Filters Group,ufifilters.com,Luft- & Raumfahrt / Defense
FRIGATE,frigate.ai,Luft- & Raumfahrt / Defense
Astrium,space-airbusds.com,Luft- & Raumfahrt / Defense
TECOSIM Group,tecosim.com,Luft- & Raumfahrt / Defense
DLR GfR mbH,dlr-gfr.com,Luft- & Raumfahrt / Defense
codetekt,helsing.ai,Luft- & Raumfahrt / Defense
RUAG Space,ruag.com,Luft- & Raumfahrt / Defense
ProGlove,proglove.com,Luft- & Raumfahrt / Defense
VACUUMSCHMELZE,vacuumschmelze.com,Luft- & Raumfahrt / Defense
ACC COLUMBIA Jet Service GmbH,acc-columbiajet.com,Luft- & Raumfahrt / Defense
OnRobot,onrobot.com,Luft- & Raumfahrt / Defense
Reflex Aerospace,reflexaerospace.com,Luft- & Raumfahrt / Defense
Ingenics AG,ingenics.com,Luft- & Raumfahrt / Defense
3A Composites,3acomposites.com,Luft- & Raumfahrt / Defense
M+W Group,mwgroup.net,Luft- & Raumfahrt / Defense
ALD Vacuum Technologies GmbH,ald-vt.com,Luft- & Raumfahrt / Defense
LANG Technik GmbH,lang-technik.de,Luft- & Raumfahrt / Defense
Nord-Lock Group,nord-lock.com,Luft- & Raumfahrt / Defense
ATEXIS,atexis.com,Luft- & Raumfahrt / Defense
OPEN MIND Technologies AG,openmind-tech.com,Luft- & Raumfahrt / Defense
"M.Torres Diseños Industriales, SAU",mtorres.es,Luft- & Raumfahrt / Defense
Fischer Connectors,fischerconnectors.com,Luft- & Raumfahrt / Defense
WALTER EWAG,walter-machines.com,Luft- & Raumfahrt / Defense
German Bionic,germanbionic.com,Luft- & Raumfahrt / Defense
TRADEBE,tradebe.com,Luft- & Raumfahrt / Defense
Digitec Galaxus AG,digitec.ch,Luft- & Raumfahrt / Defense
EWM GmbH,ewm-group.com,Luft- & Raumfahrt / Defense
TRIOPTICS,trioptics.com,Luft- & Raumfahrt / Defense
ZIEHL-ABEGG SE,ziehl-abegg.com,Luft- & Raumfahrt / Defense
Continental Engineering Services,engineering-solutions.aumovio.com,Luft- & Raumfahrt / Defense
Minitubes,minitubes.com,Luft- & Raumfahrt / Defense
Hengst Filtration,hengst.com,Luft- & Raumfahrt / Defense
TORUN Metal,torunmetal.com,Luft- & Raumfahrt / Defense
Ionbond - IHI Group,ionbond.com,Luft- & Raumfahrt / Defense
DANOBAT,danobat.com,Luft- & Raumfahrt / Defense
Space Generation Advisory Council,spacegeneration.org,Luft- & Raumfahrt / Defense
Tebis,tebis.com,Luft- & Raumfahrt / Defense
Sioux Technologies,sioux.eu,Luft- & Raumfahrt / Defense
Loccioni,loccioni.com,Luft- & Raumfahrt / Defense
Skywise,skywise.com,Luft- & Raumfahrt / Defense
Collins Aerospace Wrocław,collinspolska.pl,Luft- & Raumfahrt / Defense
KTH Royal Institute of Technology,kth.se,Luft- & Raumfahrt / Defense
Exceltic,exceltic.com,Luft- & Raumfahrt / Defense
"OGMA-Indústria Aeronáutica de Portugal, SA",ogma.pt,Luft- & Raumfahrt / Defense
Savunma Sanayii Akademi,ssa.gov.tr,Luft- & Raumfahrt / Defense
Jet Aviation,jetaviation.com,Luft- & Raumfahrt / Defense
TRMOTOR Güç Sistemleri,trmotor.com.tr,Luft- & Raumfahrt / Defense
Air & Cosmos,air-cosmos.com,Luft- & Raumfahrt / Defense
Delft Aerospace Rocket Engineering,dare.tudelft.nl,Luft- & Raumfahrt / Defense
Kale Grubu,kalegrubu.com.tr,Luft- & Raumfahrt / Defense
ENAV,enav.it,Luft- & Raumfahrt / Defense
Centre National d'Études Spatiales,cnes.fr,Luft- & Raumfahrt / Defense
STM,stm.com.tr,Luft- & Raumfahrt / Defense
Vueling Airlines,vueling.com,Luft- & Raumfahrt / Defense
Business France,businessfrance.fr,Luft- & Raumfahrt / Defense
Extia,extia-group.com,Luft- & Raumfahrt / Defense
FNSS Savunma Sistemleri A.Ş.,fnss.com.tr,Luft- & Raumfahrt / Defense
ATR,atr-aircraft.com,Luft- & Raumfahrt / Defense
VZLU AEROSPACE,vzlu.cz,Luft- & Raumfahrt / Defense
Kale Jet Engines,kalejetengines.com,Luft- & Raumfahrt / Defense
SkyTeam,skyteam.com,Luft- & Raumfahrt / Defense
AVIO,avio.com,Luft- & Raumfahrt / Defense
Heckler & Koch GmbH,heckler-koch.com,Luft- & Raumfahrt / Defense
FFG Fair Friend Group,ffg-ea.com,Luft- & Raumfahrt / Defense
TELAIR,telair.com,Luft- & Raumfahrt / Defense
KGAL GmbH & Co. KG (KGAL),kgal.de,Luft- & Raumfahrt / Defense
DC Aviation Group,dc-aviation.com,Luft- & Raumfahrt / Defense
MV Agusta Motor S.p.A.,mvagusta.com,Luft- & Raumfahrt / Defense
BAUER KOMPRESSOREN GmbH,bauer-kompressoren.de,Luft- & Raumfahrt / Defense
SAG Group,sag.at,Luft- & Raumfahrt / Defense
Fill,fill.co.at,Luft- & Raumfahrt / Defense
Lufthansa Technik AERO Alzey GmbH,lhaero.com,Luft- & Raumfahrt / Defense
SAERTEX,saertex.com,Luft- & Raumfahrt / Defense
PETER/LACKE Group,peter-lacke.com,Luft- & Raumfahrt / Defense
OMB Saleri S.p.A Società Benefit,omb-saleri.it,Luft- & Raumfahrt / Defense
HE Space Operations,hespace.com,Luft- & Raumfahrt / Defense
AMM Group,amm-group.com,Luft- & Raumfahrt / Defense
TECHNIA,technia.com,Luft- & Raumfahrt / Defense
GCE Group,gcegroup.com,Luft- & Raumfahrt / Defense
Exolaunch,exolaunch.com,Luft- & Raumfahrt / Defense
F. Zimmermann GmbH,f-zimmermann.com,Luft- & Raumfahrt / Defense
Velatia,velatia.com,Luft- & Raumfahrt / Defense
ARRK Engineering GmbH,engineering.arrk.com,Luft- & Raumfahrt / Defense
TechHub by efs,efs-techhub.com,Luft- & Raumfahrt / Defense
Blackwave GmbH,blackwave.de,Luft- & Raumfahrt / Defense
EUSI,euspaceimaging.com,Luft- & Raumfahrt / Defense
FONTANA GRUPPO,gruppofontana.it,Luft- & Raumfahrt / Defense
Hahnair,hahnair.com,Luft- & Raumfahrt / Defense
Numalliance,numalliance.com,Luft- & Raumfahrt / Defense
LEMO GROUP,lemo.com,Luft- & Raumfahrt / Defense
Qt Group,qt.io,Luft- & Raumfahrt / Defense
VARTAN.AERO,vartan.aero,Luft- & Raumfahrt / Defense
BATZ GROUP,batz.com,Luft- & Raumfahrt / Defense
RUDOLF,rudolf.com,Luft- & Raumfahrt / Defense
DEPRAG SCHULZ GMBH u. CO. KG,deprag.com,Luft- & Raumfahrt / Defense
HHLA Sky GmbH,hhla-sky.com,Luft- & Raumfahrt / Defense
ModuleWorks,moduleworks.com,Luft- & Raumfahrt / Defense
Habia,habia.com,Luft- & Raumfahrt / Defense
WALDRICH COBURG,waldrich-coburg.de,Luft- & Raumfahrt / Defense
Metering and Mixing Technology from DOPAG,dopag.com,Luft- & Raumfahrt / Defense
TLD,tld-group.com,Luft- & Raumfahrt / Defense
RINGFEDER POWER TRANSMISSION,ringfeder.com,Luft- & Raumfahrt / Defense
SKZ – Das Kunststoff-Zentrum,skz.de,Luft- & Raumfahrt / Defense
DMV,dmv-tubes.com,Luft- & Raumfahrt / Defense
Polynt Group,polynt.com,Luft- & Raumfahrt / Defense
Atitech S.p.A.,atitech.it,Luft- & Raumfahrt / Defense
Bosch Sensortec GmbH,bosch-sensortec.com,Luft- & Raumfahrt / Defense
BIG DAISHOWA-Europe,bigdaishowa.eu,Luft- & Raumfahrt / Defense
Nicolás Correa S.A.,nicolascorrea.com,Luft- & Raumfahrt / Defense
AMPCO METAL,ampcometal.com,Luft- & Raumfahrt / Defense
Fritz Studer AG,studer.com,Luft- & Raumfahrt / Defense
Polytec,polytec.com,Luft- & Raumfahrt / Defense
Precitrame Machines SA,precitrame.com,Luft- & Raumfahrt / Defense
Terra Quantum AG,terraquantum.swiss,Luft- & Raumfahrt / Defense
SimScale,simscale.com,Luft- & Raumfahrt / Defense
SPREAD AI,spread.ai,Luft- & Raumfahrt / Defense
a. hartrodt (official),hartrodt.com,Luft- & Raumfahrt / Defense
YTÜ Yıldız Teknopark,yildizteknopark.com.tr,Luft- & Raumfahrt / Defense
Best Savunma Teknolojileri A.Ş,bestsavunma.com,Luft- & Raumfahrt / Defense
"Inspektionen för vård och omsorg, IVO",ivo.se,Luft- & Raumfahrt / Defense
Hello Tomorrow,hello-tomorrow.org,Luft- & Raumfahrt / Defense
Département des Yvelines,yvelines.fr,Luft- & Raumfahrt / Defense
Öznur Savunma|Havacılık,oznursavunma.com.tr,Luft- & Raumfahrt / Defense
"INCAS - National Institute for Aerospace Research ""Elie Carafoli""",incas.ro,Luft- & Raumfahrt / Defense
Zelin,zelin.io,Luft- & Raumfahrt / Defense
ENAC - Ente Nazionale per l'Aviazione Civile,enac.gov.it,Luft- & Raumfahrt / Defense
JAS – Jet Aircraft Services,jetaircraftservices.com,Luft- & Raumfahrt / Defense
Spektrum,spektrum-group.com,Luft- & Raumfahrt / Defense
AVIATION GROUP,aviationgroup.es,Luft- & Raumfahrt / Defense
Regione Piemonte,regione.piemonte.it,Luft- & Raumfahrt / Defense
INSA Toulouse - Institut National des Sciences Appliquées de Toulouse,insa-toulouse.fr,Luft- & Raumfahrt / Defense
"Brady Europe, Middle-East & Africa",bradyeurope.com,Luft- & Raumfahrt / Defense
myTECHNIC,mytechnic.aero,Luft- & Raumfahrt / Defense
JOB AIR Technic a.s.,jobair.eu,Luft- & Raumfahrt / Defense
Sociale Verzekeringsbank,svb.nl,Luft- & Raumfahrt / Defense
Aeropuerto de Teruel,aeropuertodeteruel.com,Luft- & Raumfahrt / Defense
Senior Aerospace Bosman,sabosman.com,Luft- & Raumfahrt / Defense
SPACE Aero,space-aero.org,Luft- & Raumfahrt / Defense
Normandie Attractivité,choisirlanormandie.fr,Luft- & Raumfahrt / Defense
ARKANCE,arkance.world,Luft- & Raumfahrt / Defense
SHGM / Sivil Havacılık Genel Müdürlüğü,shgm.gov.tr,Luft- & Raumfahrt / Defense
Nero Industries Defence Company,neroindustry.com,Luft- & Raumfahrt / Defense
Regione Lazio,regione.lazio.it,Luft- & Raumfahrt / Defense
Intecs,intecs.it,Luft- & Raumfahrt / Defense
Zeleros,zeleros.com,Luft- & Raumfahrt / Defense
B-Hive Engineering,b-hive.fr,Luft- & Raumfahrt / Defense
Ministry of Higher Education and Science,ufm.dk,Luft- & Raumfahrt / Defense
ATS Global,ats-global.com,Luft- & Raumfahrt / Defense
CEA Tech,cea-tech.fr,Luft- & Raumfahrt / Defense
ENTEGRA,entegraps.uk,Luft- & Raumfahrt / Defense
Vetenskapsrådet / Swedish Research Council,vr.se,Luft- & Raumfahrt / Defense
3EN Savunma ve Havacılık Sistemleri A.Ş.,3ensavunma.com.tr,Luft- & Raumfahrt / Defense
Ordina a Sopra Steria Company,ordina.com,Luft- & Raumfahrt / Defense
REVIMA,revima.com,Luft- & Raumfahrt / Defense
Business France (Invest in France),choosefrance.fr,Luft- & Raumfahrt / Defense
Aerolineas Estelar,estelarlatinoamerica.com,Luft- & Raumfahrt / Defense
CeNTI - Centre for Nanotechnology and Advanced Materials,centi.pt,Luft- & Raumfahrt / Defense
Durmazlar,durmazlar.com.tr,Luft- & Raumfahrt / Defense
DAVRICOURT | Certified Positive Company®,davricourt.com,Luft- & Raumfahrt / Defense
3E,3eeos.com,Luft- & Raumfahrt / Defense
CRISALION,crisalion.com,Luft- & Raumfahrt / Defense
Clean Aviation,clean-aviation.eu,Luft- & Raumfahrt / Defense
Sabelt S.p.A.,sabelt.com,Luft- & Raumfahrt / Defense
August Debouzy,august-debouzy.com,Luft- & Raumfahrt / Defense
