company_name,domain,playbook
ZAW- Zweckverband Abfall- & Wertstoffeinsammlung für den Landkreis Darmstadt-Dieburg,zaw-online.de,Municipal & Public Waste Operators
Zeitung für kommunale Wirtschaft (ZfK),zfk.de,Municipal & Public Waste Operators
Zuglói Városgazdálkodási Közszolgáltató,zugloizrt.hu,Municipal & Public Waste Operators
Zva Zweckverband Abfallwirtschaft,zva-erlangen.de,Municipal & Public Waste Operators
ZVO I Zweckverband Ostholstein,zvo.com,Municipal & Public Waste Operators
Zweckverband,zweckverband.org,Municipal & Public Waste Operators
Zweckverband Abfallbehandlung Kahlenberg,zak-ringsheim.de,Municipal & Public Waste Operators
Zweckverband Abfallbehandlung Nuthe-Spree (ZAB),zab-mbs.de,Municipal & Public Waste Operators
Zweckverband Abfalldeponie,awz-wiefels.de,Municipal & Public Waste Operators
Zweckverband Abfallverwertung,zav-rt-tue.de,Municipal & Public Waste Operators
Zweckverband Abfallverwertung Südhessen (ZAS),zas-darmstadt.de,Municipal & Public Waste Operators
Zweckverband Abfallverwertung Südostbayern Müllumladestation Weiderting,zas-burgkirchen.de,Municipal & Public Waste Operators
Zweckverband Abfallverwertung Südwestpfalz (ZAS),zas-ps.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Celle,zacelle.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Donau-Wald,awg.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Hildesheim,zah-hildesheim.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Oberes Elbtal,zaoe.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Saale-Orla (ZASO),zaso-online.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Südwestsachsen,za-sws.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Vogelsbergkreis,zav-online.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Werra-Meißner-Kreis,zva-wmk.de,Municipal & Public Waste Operators
Zweckverband Abfallwirtschaft Westsachsen,zawsachsen.de,Municipal & Public Waste Operators
Zweckverband Ammertal-Schönbuchgruppe,asg-wasser.de,Municipal & Public Waste Operators
Zweckverband Bauhof TKS,zv-tks.de,Municipal & Public Waste Operators
Zweckverband Bayerische Landschulheime,bayern-internate.de,Municipal & Public Waste Operators
Zweckverband Bergerlebnis Berchtesgaden,berchtesgaden.de,Municipal & Public Waste Operators
Zweckverband Digitale Kommunen Brandenburg,dikom-bb.de,Municipal & Public Waste Operators
Zweckverband eGo-Saar,ego-saar.de,Municipal & Public Waste Operators
Zweckverband Eichelberger Gruppe,gemeinde-brunn.de,Municipal & Public Waste Operators
Zweckverband Entsorgungsregion West (ZEW),zew-entsorgung.de,Municipal & Public Waste Operators
Zweckverband Erholungsgebiet Thülsfelder Talsperre,thuelsfelder-talsperre.de,Municipal & Public Waste Operators
Zweckverband Ev. Jugendarbeit,ev-jugend-eder.de,Municipal & Public Waste Operators
Zweckverband Fernwasser Südsachsen,zweckverband-fernwasser-suedsachsen.de,Municipal & Public Waste Operators
Zweckverband Fließtal,zv-fliesstal.de,Municipal & Public Waste Operators
Zweckverband Flugplatz Bitburg,konversion-bitburg.de,Municipal & Public Waste Operators
Zweckverband für Abfall verwertung im Bez. Horgen,kvahorgen.ch,Municipal & Public Waste Operators
Zweckverband für Abfallbeseitigung,zfa-iserlohn.de,Municipal & Public Waste Operators
Zweckverband Für Abfallwirtschaft,zaw-coburg.de,Municipal & Public Waste Operators
Zweckverband für Abfallwirtschaft Kempten,zak-kempten.de,Municipal & Public Waste Operators
Zweckverband Für Geowärme,geowaerme-erding.de,Municipal & Public Waste Operators
Zweckverband Gewerbepark Heideloh,gewerbepark-heideloh.de,Municipal & Public Waste Operators
Zweckverband Gruppenklärwerk Leudelsbach,azv-leudelsbach.de,Municipal & Public Waste Operators
Zweckverband Hohenkemnather Gruppe,zweckverband-hohenkemnather-gruppe.de,Municipal & Public Waste Operators
Zweckverband Jugendarbeit,zweckverband-jugendarbeit.de,Municipal & Public Waste Operators
Zweckverband Karkbrook,zv-karkbrook.de,Municipal & Public Waste Operators
Zweckverband Kindertagesstätten Heide-Umland,zv-kita.de,Municipal & Public Waste Operators
Zweckverband Klärwerk Steinhäule,zvk-s.de,Municipal & Public Waste Operators
Zweckverband Knüllgebiet,naturpark-knuell.de,Municipal & Public Waste Operators
Zweckverband Kommunale Dienste,zweckverband-kommunale-dienste.de,Municipal & Public Waste Operators
Zweckverband Kommunale Verkehrssicherheit Oberland,zv-oberland.de,Municipal & Public Waste Operators
Zweckverband Kommunale Verkehrssicherheit Oberpfalz,zv-kvs.de,Municipal & Public Waste Operators
Zweckverband Kremmen,zweckverband-kremmen.de,Municipal & Public Waste Operators
Zweckverband Kühlung,zvk-dbr.de,Municipal & Public Waste Operators
Zweckverband Landfolge Garzweiler,landfolge.de,Municipal & Public Waste Operators
Zweckverband Lausitzer Seenland Brandenburg,zweckverband-lsb.de,Municipal & Public Waste Operators
Zweckverband Lausitzer Seenland Sachsen,lausitzerseenland.de,Municipal & Public Waste Operators
Zweckverband Lollar-Staufenberg,zls-lollar.de,Municipal & Public Waste Operators
Zweckverband Mobilität Münsterland,bus-und-bahn-im-muensterland.de,Municipal & Public Waste Operators
Zweckverband Mobilität Ruhr-Lippe,zrl.de,Municipal & Public Waste Operators
Zweckverband Natura Ill-Theel,natura-ill-theel.de,Municipal & Public Waste Operators
Zweckverband Oberpfälzer Seenland,oberpfaelzer-seenland.de,Municipal & Public Waste Operators
Zweckverband Oberschwäbische Elektrizitätswerke,oew-energie.de,Municipal & Public Waste Operators
Zweckverband Parthenaue,partheland.info,Municipal & Public Waste Operators
Zweckverband Pattonville,pattonville.de,Municipal & Public Waste Operators
Zweckverband Peenetal-Landschaft,peenetal-landschaft.de,Municipal & Public Waste Operators
Zweckverband Pflegeheim Haus Wartenberg,pflegeheim-geisingen.de,Municipal & Public Waste Operators
Zweckverband Radegast,zweckverband-radegast.de,Municipal & Public Waste Operators
Zweckverband Raum Kassel,zrk-kassel.de,Municipal & Public Waste Operators
Zweckverband Region Wittgenstein,region-wittgenstein.de,Municipal & Public Waste Operators
Zweckverband Regional-Stadtbahn Neckar-Alb,regional-stadtbahn.de,Municipal & Public Waste Operators
Zweckverband Rennsteigwasser,rennsteigwasser.de,Municipal & Public Waste Operators
Zweckverband Restabfallbehandlung Mittelthüringen,zrm-arnstadt.de,Municipal & Public Waste Operators
Zweckverband Rothsee,rothsee.de,Municipal & Public Waste Operators
Zweckverband Ruhrbezirk,zweckverband-ruhrbezirk.de,Municipal & Public Waste Operators
Zweckverband Schaalsee-Landschaft,zv-schaalsee.de,Municipal & Public Waste Operators
Zweckverband Schwarzachgruppe,schwarzachgruppe.de,Municipal & Public Waste Operators
Zweckverband Schweriner Umland,zv-schwerinerumland.de,Municipal & Public Waste Operators
Zweckverband Schönbuchbahn,schoenbuchbahn.de,Municipal & Public Waste Operators
Zweckverband Sozialstation Pfalzgrafenweiler/Waldachtal,zv-sozialstation-pfw.de,Municipal & Public Waste Operators
Zweckverband Stadt-Umland-Bahn Nürnberg – Erlangen – Herzogenaurach,stadtumlandbahn.de,Municipal & Public Waste Operators
Zweckverband Sächsisches Kommunales Studieninstitut Dresden,sksd-dd.de,Municipal & Public Waste Operators
Zweckverband Südstormarn,zvsuedstormarn.de,Municipal & Public Waste Operators
Zweckverband Teufelshöhle,pottenstein.de,Municipal & Public Waste Operators
Zweckverband Verkehrsverbund Bremen/Niedersachsen,zvbn.de,Municipal & Public Waste Operators
Zweckverband Verkehrsverbund Mittelsachsen (ZVMS),chemnitzer-modell.de,Municipal & Public Waste Operators
Zweckverband Veterinäramt JadeWeser,jade-weser.de,Municipal & Public Waste Operators
Zweckverband VRT,zv-vrt.de,Municipal & Public Waste Operators
Zweckverband Wasserversorgung und Abwasserentsorgung,fuewasser.de,Municipal & Public Waste Operators
Zweckverband zur,pfettrach-gruppe.de,Municipal & Public Waste Operators
Zweckverband ÖPNV im Ammertal,ammertalbahn.de,Municipal & Public Waste Operators
Związek Międzygminny Czysty Region,czystyregion.pl,Municipal & Public Waste Operators
Związek Międzygminny GOAP Poznań,goap.poznan.pl,Municipal & Public Waste Operators
Związek Międzygminny Ślęza-Oława,sleza-olawa.pl,Municipal & Public Waste Operators
Ålesund kommune,alesund.kommune.no,Municipal & Public Waste Operators
Årdal kommune,ardal.kommune.no,Municipal & Public Waste Operators
Åtvidabergs kommun,atvidaberg.se,Municipal & Public Waste Operators
Ísafjarðarbær municipality,isafjordur.is,Municipal & Public Waste Operators
Överkalix Kommun,overkalix.se,Municipal & Public Waste Operators
ÖWAV - Österreichischer Wasser- und Abfallwirtschaftsverband,oewav.at,Municipal & Public Waste Operators
ØVRE ROMERIKE AVFALLSSELSKAP (ØRAS) IKS,oeras.no,Municipal & Public Waste Operators
Čistoća Dubrovnik,cistocadubrovnik.hr,Municipal & Public Waste Operators
Čistoća Metković,cistoca-metkovic.hr,Municipal & Public Waste Operators
Čistoća Pag,cistocapag.hr,Municipal & Public Waste Operators
Świdnickie Gminne Przedsiębiorstwo Komunalne,sgpk.pl,Municipal & Public Waste Operators
Šiaulių regiono atliekų tvarkymo centras,sratc.lt,Municipal & Public Waste Operators
#tide®,tide.earth,Private Recyclers & Reprocessors
1.PLASTCOMPANY & VALPLAST,1plastcompany.cz,Private Recyclers & Reprocessors
1AK-GROUP,1ak-group.com,Private Recyclers & Reprocessors
1TECOplast GmbH,tecoplast.de,Private Recyclers & Reprocessors
2M Recycling GmbH,2m-recycling.de,Private Recyclers & Reprocessors
3stepIT,3stepit.com,Private Recyclers & Reprocessors
4 Polymer LTD.,4polymer.com,Private Recyclers & Reprocessors
4R Fo(u)r Recycling GmbH,4-recycling.de,Private Recyclers & Reprocessors
[k]nord GmbH,k-nord.com,Private Recyclers & Reprocessors
A/S Skræps Vognmandsforretning af 1927,skræps.dk,Private Recyclers & Reprocessors
A/S Vinmonopolet,vinmonopolet.no,Private Recyclers & Reprocessors
Aage Vestergaard Larsen A/S,avl.dk,Private Recyclers & Reprocessors
Aarbakke AS,aarbakke.no,Private Recyclers & Reprocessors
AB Sundplast,sundplast.se,Private Recyclers & Reprocessors
ABAS Miljøservice,abas.dk,Private Recyclers & Reprocessors
Abbruch,mh-abbruch.de,Private Recyclers & Reprocessors
ABENA,abena.com,Private Recyclers & Reprocessors
ABENA Deutschland,abena.de,Private Recyclers & Reprocessors
Abfall-Service Osterholz GmbH,aso-ohz.de,Private Recyclers & Reprocessors
Abfallentsorgungs- und Stadtreinigungsbetrieb der Stadt Chemnitz (ASR),asr-chemnitz.de,Private Recyclers & Reprocessors
Abfallexpress GmbH,abfallexpress.de,Private Recyclers & Reprocessors
Abfallwirtschaft,abfallwirtschaft.landkreis-harburg.de,Private Recyclers & Reprocessors
Abfallwirtschaft des Landkreises Rhön-Grabfeld,abfall-scout.de,Private Recyclers & Reprocessors
Abfallwirtschaft GmbH Halle - Lochau,aw-halle.de,Private Recyclers & Reprocessors
Abfallwirtschaft Heidekreis AHK,ahk-heidekreis.de,Private Recyclers & Reprocessors
Abfallwirtschaft Hohenlohekreis,abfallwirtschaft-hohenlohekreis.de,Private Recyclers & Reprocessors
Abfallwirtschaft Lahn-Fulda,a-lf.de,Private Recyclers & Reprocessors
Abfallwirtschaft Landkreis Fulda,abfallwirtschaft-landkreis-fulda.de,Private Recyclers & Reprocessors
Abfallwirtschaft Nordharz GmbH,abfallwirtschaft-nordharz-gmbh.de,Private Recyclers & Reprocessors
Abfallwirtschaft Rems-Murr,abfallwirtschaft-rems-murr.de,Private Recyclers & Reprocessors
Abfallwirtschaft Stuttgart Aws,ans-ev.de,Private Recyclers & Reprocessors
Abfallwirtschaft Tirol Mitte Gmbh,atm-online.at,Private Recyclers & Reprocessors
Abfallwirtschaft Torgau-Oschatz GmbH,ato-online.de,Private Recyclers & Reprocessors
Abfallwirtschaft und Stadtreinigung Freiburg GmbH,abfallwirtschaft-freiburg.de,Private Recyclers & Reprocessors
Abfallwirtschaft Vechta,abfallwirtschaft-vechta.de,Private Recyclers & Reprocessors
Abfallwirtschaft Wetteraukreis,awb-wetterau.de,Private Recyclers & Reprocessors
Abfallwirtschaftsbetrieb München,awm-muenchen.de,Private Recyclers & Reprocessors
Abfallwirtschaftsbetriebe Köln GmbH (AWB Köln),awbkoeln.de,Private Recyclers & Reprocessors
AbfallWirtschaftsGesellschaft mbH Bassum,awg-bassum.de,Private Recyclers & Reprocessors
ABL-TECHNIC Group,abl-technic.de,Private Recyclers & Reprocessors
Abrag AG,abrag.ch,Private Recyclers & Reprocessors
ACCUREC-Recycling GmbH,accurec.de,Private Recyclers & Reprocessors
ACO Bulgaria,aco.bg,Private Recyclers & Reprocessors
ACO Hrvatska,aco.hr,Private Recyclers & Reprocessors
ACO Poland,aco.pl,Private Recyclers & Reprocessors
Action S.A.,action.pl,Private Recyclers & Reprocessors
Activ Industrie GmbH,activindustrie.de,Private Recyclers & Reprocessors
adapa Group,adapa-group.com,Private Recyclers & Reprocessors
ADG Abfallwirtschaft Delmenhorst GmbH,adg-del.de,Private Recyclers & Reprocessors
AES Autonome Energiesysteme GmbH,aestechnik.de,Private Recyclers & Reprocessors
AEU Abfall-Entsorgung Ulm GmbH & Co. KG,abfall-entsorgung-ulm.de,Private Recyclers & Reprocessors
AF Offshore Decom,afgruppen.com,Private Recyclers & Reprocessors
AffaldPlus,affaldplus.dk,Private Recyclers & Reprocessors
Agder Renovasjon,agderrenovasjon.no,Private Recyclers & Reprocessors
AGIR AG,agir.biz,Private Recyclers & Reprocessors
Agito Medical,agitomedical.com,Private Recyclers & Reprocessors
AGR Abfallentsorgungs-Gesellschaft Ruhrgebiet mbH,agr.de,Private Recyclers & Reprocessors
AGROCHEMA,agrochema.lt,Private Recyclers & Reprocessors
AGRU Kunststofftechnik GmbH,agru.at,Private Recyclers & Reprocessors
AGU direkt GmbH,agu-gmbh.de,Private Recyclers & Reprocessors
AHE GmbH,ahe.de,Private Recyclers & Reprocessors
AJ Power,ajpower.lv,Private Recyclers & Reprocessors
Aker Offshore Wind,akeroffshorewind.com,Private Recyclers & Reprocessors
AKPOL RECYKLING SP. Z O.O.,akpolrecykling.pl,Private Recyclers & Reprocessors
Al Pack Group,alpackgroup.com,Private Recyclers & Reprocessors
ALBA,alba.info,Private Recyclers & Reprocessors
Albert Bergschneider GmbH,bergschneider.de,Private Recyclers & Reprocessors
alesco Folien GmbH & Co. KG,alesco.net,Private Recyclers & Reprocessors
All4Labels - Global Packaging Group,all4labels.com,Private Recyclers & Reprocessors
Alles Miljø AS,alles.no,Private Recyclers & Reprocessors
Allguth GmbH,allguth.de,Private Recyclers & Reprocessors
Allmeta – Schrott und Altmetall,allmeta.de,Private Recyclers & Reprocessors
Alnatura,alnatura.de,Private Recyclers & Reprocessors
ALRO,alro.ro,Private Recyclers & Reprocessors
Alsco Berufskleidungs-Service GmbH,alsco.de,Private Recyclers & Reprocessors
ALTEO,alteo.hu,Private Recyclers & Reprocessors
ALTEO Circular,fegroup.hu,Private Recyclers & Reprocessors
Altola AG,altola.ch,Private Recyclers & Reprocessors
Alumeco Group,alumeco.dk,Private Recyclers & Reprocessors
Aluminij Industries,aluminij.com,Private Recyclers & Reprocessors
Aluplast Sp. z o.o.,aluplast.com.pl,Private Recyclers & Reprocessors
Alza.sk s.r.o.,alza.sk,Private Recyclers & Reprocessors
Ambrock GmbH,ambrock.de,Private Recyclers & Reprocessors
Amodes GmbH,amodes.de,Private Recyclers & Reprocessors
AMPCO METAL,ampcometal.com,Private Recyclers & Reprocessors
ams Umweltschutz GmbH,amsberlin.de,Private Recyclers & Reprocessors
Amsler & Frey AG,amsler-frey.ch,Private Recyclers & Reprocessors
AMYDO solutions,amydo-solutions.com,Private Recyclers & Reprocessors
ANDREW s.c.,andrew.net.pl,Private Recyclers & Reprocessors
Antal Gruppe,antal-gruppe.de,Private Recyclers & Reprocessors
Antec,antecbiogas.com,Private Recyclers & Reprocessors
Aperam Germany,aperam.com,Private Recyclers & Reprocessors
APLAST d.o.o.,aplast.si,Private Recyclers & Reprocessors
APM Abfallwirtschaft Potsdam-Mittelmark GmbH,apm-niemegk.de,Private Recyclers & Reprocessors
APPLiA Bulgaria,applia.bg,Private Recyclers & Reprocessors
ARA - Altstoff Recycling Austria AG,ara.at,Private Recyclers & Reprocessors
Arbeitsgemeinschaft Stoffspezifische Abfallbehandlung (ASA) e. V.,asa-ev.de,Private Recyclers & Reprocessors
ARC – Amager Ressourcecenter,a-r-c.dk,Private Recyclers & Reprocessors
Aregger AG Bauunternehmung,aregger-ag.ch,Private Recyclers & Reprocessors
AREIS GmbH Entsorgung,areis-entsorgung.de,Private Recyclers & Reprocessors
ARGE Österreichischer Abfallwirtschaftsverbände,argeawv.at,Private Recyclers & Reprocessors
ARGO,argo.dk,Private Recyclers & Reprocessors
Argor-Heraeus SA,argor-heraeus.com,Private Recyclers & Reprocessors
Armos Exim,armos.ro,Private Recyclers & Reprocessors
ARTROM STEEL TUBES,artrom.com,Private Recyclers & Reprocessors
Arwos,arwos.dk,Private Recyclers & Reprocessors
AS Aufzüge AG,lift.ch,Private Recyclers & Reprocessors
AS Metal Com SRL,asmetal.ro,Private Recyclers & Reprocessors
AS Recycling GmbH,as-recycling.eu,Private Recyclers & Reprocessors
Asbex GmbH,asbex.de,Private Recyclers & Reprocessors
Ascendum Austria,ascendum.at,Private Recyclers & Reprocessors
ASEKOL a.s.,asekol.cz,Private Recyclers & Reprocessors
ASEKOL PL,asekol.pl,Private Recyclers & Reprocessors
Asseco BERIT GmbH,asseco-berit.de,Private Recyclers & Reprocessors
Assens Forsyning A/S,assensforsyning.dk,Private Recyclers & Reprocessors
AST Kunststoffverarbeitung GmbH,ast-kanister.de,Private Recyclers & Reprocessors
ASUP GmbH,asup.info,Private Recyclers & Reprocessors
ASUP Technik GmbH,asuptechnik.de,Private Recyclers & Reprocessors
Ate Plast OOD,ateplast.eu,Private Recyclers & Reprocessors
Ateliere Fără Frontiere,atelierefarafrontiere.ro,Private Recyclers & Reprocessors
ATEV Zrt.,atev.hu,Private Recyclers & Reprocessors
ATUS GROUP,atus.com.pl,Private Recyclers & Reprocessors
Auer Abfallwirtschaft,auer-abfallwirtschaft.at,Private Recyclers & Reprocessors
Augsburger Rohstoffhandel GmbH,augsburger-rohstoffhandel.de,Private Recyclers & Reprocessors
August Leber Rohstoffe Handelsgesellschaft mbH,leberrohstoffe.com,Private Recyclers & Reprocessors
Augustin Entsorgung,augustin-entsorgung.de,Private Recyclers & Reprocessors
AUREC Gesellschaft für Abfallverwertung und Recycling mbH,aurec.de,Private Recyclers & Reprocessors
Austria Glas Recycling GmbH,agr.at,Private Recyclers & Reprocessors
AustroCel Hallein GmbH,austrocel.com,Private Recyclers & Reprocessors
Austropapier,austropapier.at,Private Recyclers & Reprocessors
Austrotherm GmbH,austrotherm.at,Private Recyclers & Reprocessors
Autocirc,autocirc.com,Private Recyclers & Reprocessors
Automobil Industrie,vogel.de,Private Recyclers & Reprocessors
Autoteilevertrieb Heise u. Klatte GmbH,heiseklatte.de,Private Recyclers & Reprocessors
AV Möck GmbH,av-moeck.de,Private Recyclers & Reprocessors
AVA Velsen GmbH,ava-velsen.de,Private Recyclers & Reprocessors
AVaccani & Partners | now: Roland Berger,avp-group.net,Private Recyclers & Reprocessors
AVAG Holding SE,avag.eu,Private Recyclers & Reprocessors
AVE Abfallwirtschaft GmbH,avede.de,Private Recyclers & Reprocessors
AVE Romania,ave-bihor.ro,Private Recyclers & Reprocessors
Avfall & Återvinning Skaraborg,avfallskaraborg.se,Private Recyclers & Reprocessors
Avfall Sverige,avfallsverige.se,Private Recyclers & Reprocessors
Avfall Sør,avfallsor.no,Private Recyclers & Reprocessors
Avfallssekk AS,avfallsekk.no,Private Recyclers & Reprocessors
AVG Köln mbH,avgkoeln.de,Private Recyclers & Reprocessors
AVL Ludwigsburg,avl-ludwigsburg.de,Private Recyclers & Reprocessors
AW SAS | Abfallwirtschaft Sachsen-Anhalt Süd AöR,awsas.de,Private Recyclers & Reprocessors
AWG Abfallwirtschaft Landkreis Calw GmbH,awg-info.de,Private Recyclers & Reprocessors
AWIGO Abfallwirtschaft Landkreis Osnabrück GmbH,awigo.de,Private Recyclers & Reprocessors
AWISTA Gesellschaft für Abfallwirtschaft und Stadtreinigung mbH,awista.de,Private Recyclers & Reprocessors
awm Abfallwirtschaftsbetriebe Münster,awm.stadt-muenster.de,Private Recyclers & Reprocessors
AWR Abfallwirtschaft Rendsburg-Eckernförde GmbH,awr.de,Private Recyclers & Reprocessors
AWSH Abfallwirtschaft Südholstein GmbH,awsh.de,Private Recyclers & Reprocessors
Axel Springer,axelspringer.com,Private Recyclers & Reprocessors
Axians Athos,axians-athos.de,Private Recyclers & Reprocessors
Axjo Group,axjo.com,Private Recyclers & Reprocessors
Azortum,azortum.com,Private Recyclers & Reprocessors
AZuR-Netzwerk,azur-netzwerk.de,Private Recyclers & Reprocessors
B&W International GmbH,b-w-international.com,Private Recyclers & Reprocessors
B+T Group,bt-umwelt.de,Private Recyclers & Reprocessors
BACHMANN GROUP,bachmann.ch,Private Recyclers & Reprocessors
Bachofen AG,bachofen.ch,Private Recyclers & Reprocessors
Bader Paul Transporte AG,bader-regensdorf.ch,Private Recyclers & Reprocessors
BAGSTAGE GmbH — Die Tragetaschen Company,bagstage.de,Private Recyclers & Reprocessors
Bakic Group,bakic.com,Private Recyclers & Reprocessors
Balkan Polymers Group,balkanpolymers.com,Private Recyclers & Reprocessors
Baltic Waste & Energy Group,bweg.eu,Private Recyclers & Reprocessors
bannerstop GmbH,bannerstop.com,Private Recyclers & Reprocessors
BARES Baustoffhandel und Reifenservice GmbH,bares-baustoffe.de,Private Recyclers & Reprocessors
Barthmann Kunststoff Recycling GmbH,barthmann-kunststoff.de,Private Recyclers & Reprocessors
Base Group Sp. z o.o.,basemetal.eu,Private Recyclers & Reprocessors
BASIC's Hungária Kft.,basic-online.hu,Private Recyclers & Reprocessors
Baskarad AG,baskarad.ch,Private Recyclers & Reprocessors
BATREC Industrie AG,batrec.ch,Private Recyclers & Reprocessors
Batterie-zurück – Gemeinsame Stelle für Kommunikation,batterie-zurueck.de,Private Recyclers & Reprocessors
Batteriretur,batteriretur.no,Private Recyclers & Reprocessors
Bauer Biomasse,bauer-biomasse.de,Private Recyclers & Reprocessors
Bauer Recycling GmbH,bauer-recycling.de,Private Recyclers & Reprocessors
Baukom Bauprodukte GmbH,baukom-group.de,Private Recyclers & Reprocessors
Baustoffzentrum,baustoffzentrum.ch,Private Recyclers & Reprocessors
BCAW Bildungscenter GmbH,bcaw-bildungscenter-rostock.de,Private Recyclers & Reprocessors
BEB Entsorgungs GmbH,beb-entsorgung.de,Private Recyclers & Reprocessors
Becker Umweltdienste GmbH,becker-umweltdienste.de,Private Recyclers & Reprocessors
Becker Unternehmensgruppe,becker-ug.de,Private Recyclers & Reprocessors
BeDeWo plus,bedewo-plus.de,Private Recyclers & Reprocessors
BEDIS GmbH,bedis-gmbh.de,Private Recyclers & Reprocessors
Behrens & Behrens Entsorgung GmbH,behrens-behrens.de,Private Recyclers & Reprocessors
Beinschab Entsorgung,beinschab-entsorgung.at,Private Recyclers & Reprocessors
Beisner Druck GmbH & Co. KG,beisner-druck.de,Private Recyclers & Reprocessors
bekuplast sp. z o.o.,bekuplast.pl,Private Recyclers & Reprocessors
BellandVision GmbH,bellandvision.de,Private Recyclers & Reprocessors
Bellersheim Abfallwirtschaft GmbH,bellersheim.de,Private Recyclers & Reprocessors
BEMA Verpackungsabfall Deutschland GmbH,verpackungsabfall.com,Private Recyclers & Reprocessors
Benes Kabelverlegung GmbH,benes-kabelverlegung.de,Private Recyclers & Reprocessors
Beo Čista Energija,bcenergy.rs,Private Recyclers & Reprocessors
Berlin Recycling,berlin-recycling.de,Private Recyclers & Reprocessors
Berliner Stadtreinigung,bsr.de,Private Recyclers & Reprocessors
Bernd Witz GmbH,witz-recycling.de,Private Recyclers & Reprocessors
Berndt GmbH,berndt-gmbh.de,Private Recyclers & Reprocessors
BETEK GmbH & Co. KG,betek.de,Private Recyclers & Reprocessors
Betrieb Abfallwirtschaft Nienburg/Weser,bawn.de,Private Recyclers & Reprocessors
Beuerlein GmbH & Co. KG,beuerlein-gruppe.de,Private Recyclers & Reprocessors
BEWI Group,bewi.com,Private Recyclers & Reprocessors
BGL Bayern,lbt.de,Private Recyclers & Reprocessors
BGZ Gesellschaft für Zwischenlagerung mbH,bgz.de,Private Recyclers & Reprocessors
BIA Kunststoff- und Galvanotechnik GmbH & Co. KG,bia-group.com,Private Recyclers & Reprocessors
BiBP Sp. z o.o.,bibp.pl,Private Recyclers & Reprocessors
BIG BAG AB,bigbag.se,Private Recyclers & Reprocessors
BIKAR METALS,bikar.com,Private Recyclers & Reprocessors
BIMCO,bimco.org,Private Recyclers & Reprocessors
Bin-e,bine.world,Private Recyclers & Reprocessors
Bintel AB,bintel.se,Private Recyclers & Reprocessors
BIO ENERGY HOLDING,bioenergyholding.net,Private Recyclers & Reprocessors
BIO OIL - from waste to energy,bio-oil.biz,Private Recyclers & Reprocessors
BIO-CIRCLE ROMANIA,bio-circle.ro,Private Recyclers & Reprocessors
Biofabrik Technologies GmbH,biofabrik.com,Private Recyclers & Reprocessors
Biofilter Környezetvédelmi Zrt.,biofilter.hu,Private Recyclers & Reprocessors
Biograda,biograda.eu,Private Recyclers & Reprocessors
BIOLOGIC GmbH & Co. KG,biologic.de,Private Recyclers & Reprocessors
Bioodpady.pl,bioodpady.pl,Private Recyclers & Reprocessors
Bioretur,bioretur.no,Private Recyclers & Reprocessors
BIOSERV,biomasse-service.com,Private Recyclers & Reprocessors
Biotecha,biotecha.lt,Private Recyclers & Reprocessors
Biotrans GmbH,biotrans-gmbh.de,Private Recyclers & Reprocessors
BIR,bir.no,Private Recyclers & Reprocessors
BIRN,birn.com,Private Recyclers & Reprocessors
Bischof+Klein,bischof-klein.com,Private Recyclers & Reprocessors
BIWI SA,biwi.ch,Private Recyclers & Reprocessors
"BKP - Dr. Bergmann, Kauffmann und Partner GmbH & Co. KG",bkp-wp.de,Private Recyclers & Reprocessors
BL Crew.,blcrew.hu,Private Recyclers & Reprocessors
BLANCO Group,blanco.com,Private Recyclers & Reprocessors
Blaser Swisslube,blaser.com,Private Recyclers & Reprocessors
blp GeoServices GmbH,blpgeo.at,Private Recyclers & Reprocessors
BLUES Bay. Logistik Umwelt & Entsorgungs Systeme GmbH,bluesanlagen.de,Private Recyclers & Reprocessors
BLÜCHER,blucher.com,Private Recyclers & Reprocessors
bmk Gruppe,bmkgruppe.com,Private Recyclers & Reprocessors
BNB,bnb.ro,Private Recyclers & Reprocessors
BOBCON AB,bobcon.se,Private Recyclers & Reprocessors
Bockhacker Containerdienst GmbH,bockhacker-hattersheim.de,Private Recyclers & Reprocessors
Boden & Bauschutt GmbH & Co. KGaA,bodenbauschutt.de,Private Recyclers & Reprocessors
BOGDOL Gebäudemanagement GmbH,bogdol.gmbh,Private Recyclers & Reprocessors
Bolon,bolon.com,Private Recyclers & Reprocessors
BOLZ ENTSORGUNG GmbH,bolz-entsorgung.de,Private Recyclers & Reprocessors
bonprix,bonprix.de,Private Recyclers & Reprocessors
BOO Organizacja Odzysku Opakowań i Odpowiedzialności Producenta S.A.,e-boo.pl,Private Recyclers & Reprocessors
Boomerang,boomerangpack.eu,Private Recyclers & Reprocessors
Borlänge Energi,borlange-energi.se,Private Recyclers & Reprocessors
Bornholms Affaldsbehandling (BOFA),bofa.dk,Private Recyclers & Reprocessors
BORSIG GmbH,borsig.de,Private Recyclers & Reprocessors
Borås Energi och Miljö AB,borasem.se,Private Recyclers & Reprocessors
