company_name,domain,playbook_name
Hyva,hyva.com,Automotive & Zulieferer
IBO Engineering,ibo-group.com,Automotive & Zulieferer
IDEAL Automotive GmbH,ideal-automotive.com,Automotive & Zulieferer
IDV,idvgroup.com,Automotive & Zulieferer
ILPEA Galvarplast Automotive,ilpeagalvarplast.com,Automotive & Zulieferer
Inalfa Roof Systems Group,inalfa.com,Automotive & Zulieferer
Industrias Alegre,ialegre.com,Automotive & Zulieferer
INDUSTRIAS DOLZ,idolz.com,Automotive & Zulieferer
Innoptus Solar Team,solarteam.be,Automotive & Zulieferer
Interclean,intercleanshow.com,Automotive & Zulieferer
IPG Automotive,ipg-automotive.com,Automotive & Zulieferer
"Irizar S., Coop.",irizar.com,Automotive & Zulieferer
ISRINGHAUSEN GmbH & Co. KG,isri.com,Automotive & Zulieferer
Italdesign,italdesign.it,Automotive & Zulieferer
ITW Automotive | Global Fasteners,itw-efc.com,Automotive & Zulieferer
J.JUAN,jjuan.com,Automotive & Zulieferer
Jacinto Marques Oliveira Sucrs Lda,jacinto-lda.com,Automotive & Zulieferer
Jaguar Land Rover Deutschland,landrover.de,Automotive & Zulieferer
Jaguar Land Rover Italia,landrover.it,Automotive & Zulieferer
Jelcz Sp. z o.o.,jelcz.com.pl,Automotive & Zulieferer
Jetschke Industriefahrzeuge (GmbH & Co.) KG,jetschke.de,Automotive & Zulieferer
Joanneum Racing Graz,joanneum-racing.at,Automotive & Zulieferer
JOPP,jopp.com,Automotive & Zulieferer
"JTEKT Czech Republic s.r.o., PARDUBICE",jtekt.cz,Automotive & Zulieferer
Kautex Textron,kautex.com,Automotive & Zulieferer
KFZ Meisterbetrieb,pfeiffer-kfz.de,Automotive & Zulieferer
KH-Kipper Sp. z o.o.,kh-kipper.pl,Automotive & Zulieferer
Kia Slovakia,kia.sk,Automotive & Zulieferer
Kiekert AG,kiekert.com,Automotive & Zulieferer
Klingel GmbH,klingel-gmbh.de,Automotive & Zulieferer
Knapen Trailers,knapen-trailers.com,Automotive & Zulieferer
KNDS Deutschland,knds.de,Automotive & Zulieferer
Knorr-Bremse R&D Center,joinus.hu,Automotive & Zulieferer
Koenigsegg,koenigsegg.com,Automotive & Zulieferer
Koito Czech s.r.o.,koito-czech.cz,Automotive & Zulieferer
KOKS Group,koks.com,Automotive & Zulieferer
KONI,koni.com,Automotive & Zulieferer
Kraker Trailers,krakertrailers.eu,Automotive & Zulieferer
KRONE Trailer,krone-trailer.com,Automotive & Zulieferer
KSM Castings Group,ksmcastings.com,Automotive & Zulieferer
KTM AG,ktm.com,Automotive & Zulieferer
KW automotive Group,kwautomotive.de,Automotive & Zulieferer
KWD Automotive AG & Co. KG,kwdag.com,Automotive & Zulieferer
KYOCERA AVX Components (Timisoara) SRL /Romania,kyocera-avx.de,Automotive & Zulieferer
LARAG AG,larag.com,Automotive & Zulieferer
Lease a Bike Nederland,lease-a-bike.nl,Automotive & Zulieferer
LEAX Group,leax.com,Automotive & Zulieferer
LECITRAILER S.A.,lecitrailer.es,Automotive & Zulieferer
Lensor,lensor.ai,Automotive & Zulieferer
LEONI România,leoni.ro,Automotive & Zulieferer
Lexus España,lexusauto.es,Automotive & Zulieferer
Lexus Europe,lexus.eu,Automotive & Zulieferer
Lexus UK,lexus.co.uk,Automotive & Zulieferer
Lightyear,lightyear.one,Automotive & Zulieferer
Ligier Automotive,ligierautomotive.com,Automotive & Zulieferer
Linaset,linaset.cz,Automotive & Zulieferer
LINDE + WIEMANN Group,linde-wiemann.com,Automotive & Zulieferer
LIUX,liux.eco,Automotive & Zulieferer
LKQ PV AUTOMOTIVE,pvautomotive.de,Automotive & Zulieferer
LUIS Technology,luis.de,Automotive & Zulieferer
Lunaz,bylunaz.com,Automotive & Zulieferer
LÄPPLE AUTOMOTIVE GmbH,laepple-automotive.de,Automotive & Zulieferer
M-Sport UK Ltd,m-sport.co.uk,Automotive & Zulieferer
Maersk Offshore Wind,maerskoffshorewind.com,Automotive & Zulieferer
Maflow Spain Automotive S.L.,maflow.es,Automotive & Zulieferer
Magicmotorsport,magicmotorsport.com,Automotive & Zulieferer
MAGTEC/Magnetic Systems Technology Ltd,magtec.co.uk,Automotive & Zulieferer
Mahindra Racing,mahindraracing.com,Automotive & Zulieferer
MAIER Group,maier.es,Automotive & Zulieferer
Mallaghan,mallaghangse.com,Automotive & Zulieferer
MAN Truck & Bus b.v.,man-nederland.nl,Automotive & Zulieferer
MAN Truck & Bus Deutschland GmbH,mantruckandbus.com,Automotive & Zulieferer
Manifattura Automobili Torino,manifatturaautomobilitorino.com,Automotive & Zulieferer
Manthey-Racing GmbH,manthey-racing.com,Automotive & Zulieferer
Masterfoam Group,masterfoam.com,Automotive & Zulieferer
Matikon,matikon.com,Automotive & Zulieferer
Mazda Automóviles España,mazda.es,Automotive & Zulieferer
McLaren Racing,mclaren.com,Automotive & Zulieferer
McMurtry Automotive Limited,mcmurtry.com,Automotive & Zulieferer
MEKRA Lang Group,mekra.de,Automotive & Zulieferer
Meleghy Automotive,meleghyautomotive.de,Automotive & Zulieferer
Melex,melex-ev.com,Automotive & Zulieferer
Mercedes AMG High Performance Powertrains,mercedes-amg-hpp.com,Automotive & Zulieferer
Mercedes-AMG GmbH,mercedes-amg.com,Automotive & Zulieferer
Mercedes-AMG PETRONAS Formula One Team,mercedesamgf1.com,Automotive & Zulieferer
Mercedes-Benz Deutschland,mercedes-benz.de,Automotive & Zulieferer
Mercedes-Benz España,mercedes-benz.es,Automotive & Zulieferer
Mercedes-Benz Italia,mercedes-benz.it,Automotive & Zulieferer
Mercedes-Benz Manufacturing Hungary Kft.,gyar.mercedes-benz.hu,Automotive & Zulieferer
Mercedes-Benz Nederland,mercedes-benz.nl,Automotive & Zulieferer
Mercedes-Benz Polska,mercedes-benz.pl,Automotive & Zulieferer
Mercedes-Benz Portugal,mercedes-benz.pt,Automotive & Zulieferer
Mercedes-Benz Slovakia,mercedes-benz.sk,Automotive & Zulieferer
Mercedes-Benz Trucks UK,mercedes-benz-trucks.com,Automotive & Zulieferer
Mercedes-Benz Česká republika,mercedes-benz.cz,Automotive & Zulieferer
Merit Automotive Electronics Systems.,merit-automotive.com,Automotive & Zulieferer
MERMEC,mermecgroup.com,Automotive & Zulieferer
MEYER WERFT,meyerwerft.de,Automotive & Zulieferer
MEYLE AG,meyle.com,Automotive & Zulieferer
MG Motor UK Ltd,mg.co.uk,Automotive & Zulieferer
Microplásticos Group,microplasticos.pt,Automotive & Zulieferer
MINDA,minda.com,Automotive & Zulieferer
MITSUBISHI ELECTRIC AUTOMOTIVE CZECH s.r.o. (MEAC),mitsubishielectric.cz,Automotive & Zulieferer
Mitsubishi Motor Sales Nederland B.V.,mitsubishi-motors.nl,Automotive & Zulieferer
Mitsubishi Motors Europe B.V.,mitsubishi-motors-europe.com,Automotive & Zulieferer
MMM Group,mmm.es,Automotive & Zulieferer
MoldTecs,moldtecs.com,Automotive & Zulieferer
Morgan Motor Company,morgan-motor.com,Automotive & Zulieferer
Motherson DRSC Deutschland GmbH,dr-schneider.com,Automotive & Zulieferer
Motherson Innovations,motherson-innovations.com,Automotive & Zulieferer
Motorpal,motorpal.cz,Automotive & Zulieferer
MTA S.p.A.,mta.it,Automotive & Zulieferer
MV Agusta Motor S.p.A.,mvagusta.com,Automotive & Zulieferer
NEPTUN WERFT,neptunwerft.de,Automotive & Zulieferer
NERTUS,nertus.es,Automotive & Zulieferer
NEWAG S.A.,newag.pl,Automotive & Zulieferer
NEXUS Automotive International SA,nexusautomotiveinternational.eu,Automotive & Zulieferer
NGK Ceramics Polska,ngk.com.pl,Automotive & Zulieferer
Nippon Seiki (Europe) B.V.,nippon-seiki.eu.com,Automotive & Zulieferer
Niterra EMEA GmbH,ngkntk.com,Automotive & Zulieferer
Noske-Kaeser GmbH,noske-kaeser.com,Automotive & Zulieferer
Novares Group,novaresteam.com,Automotive & Zulieferer
Novatec Group,novatecgroup.com,Automotive & Zulieferer
Novem Group,novem.com,Automotive & Zulieferer
NRF (Nederlandse Radiateuren Fabriek),nrf.eu,Automotive & Zulieferer
NTN Europe,ntn-snr.com,Automotive & Zulieferer
NX Technologies,nx-tech.com,Automotive & Zulieferer
OMER S.p.A.,omerspa.com,Automotive & Zulieferer
OMODA & JAECOO Polska,omodajaecoo.pl,Automotive & Zulieferer
OMODA UK,omodaauto.co.uk,Automotive & Zulieferer
OMR Automotive,omrautomotive.com,Automotive & Zulieferer
P&C System,p-csystem.com,Automotive & Zulieferer
Pacton Trailers B.V.,pacton.eu,Automotive & Zulieferer
Pagani Automobili,pagani.com,Automotive & Zulieferer
PALFINGER AG,palfinger.com,Automotive & Zulieferer
Peugeot España,peugeot.es,Automotive & Zulieferer
Peugeot Nederland,peugeot.nl,Automotive & Zulieferer
Peugeot Portugal,peugeot.pt,Automotive & Zulieferer
Pininfarina,pininfarina.it,Automotive & Zulieferer
Plastivaloire,groupe-plastivaloire.com,Automotive & Zulieferer
Polestar,polestar.com,Automotive & Zulieferer
Polmar Automotive,polmareu.com,Automotive & Zulieferer
Polmotors Sp. z o.o.,polmotors.com.pl,Automotive & Zulieferer
Polycontact AG,polycontact.ch,Automotive & Zulieferer
Poppe + Potthoff GmbH,poppe-potthoff.com,Automotive & Zulieferer
Preh Group,preh.com,Automotive & Zulieferer
Preh Romania,preh.ro,Automotive & Zulieferer
Premium Sound Solutions,premiumsoundsolutions.com,Automotive & Zulieferer
Prodrive,prodrive.com,Automotive & Zulieferer
Proma Group,promagroup.com,Automotive & Zulieferer
Pronar,pronar.pl,Automotive & Zulieferer
Protean Electric,proteanelectric.com,Automotive & Zulieferer
Pure Electric,pureelectric.com,Automotive & Zulieferer
QEV Technologies,qevtech.com,Automotive & Zulieferer
Radical Motorsport Ltd.,radicalmotorsport.com,Automotive & Zulieferer
Raicam,raicam.com,Automotive & Zulieferer
Rail Operations Group,railopsgroup.co.uk,Automotive & Zulieferer
Reby,reby.co,Automotive & Zulieferer
Reflexallen Group,reflexallen.com,Automotive & Zulieferer
Reich GmbH,reich-gmbh.com,Automotive & Zulieferer
REMANTE GROUP s.r.o.,remante.com,Automotive & Zulieferer
Renault Trucks España,renault-trucks.es,Automotive & Zulieferer
Renault Trucks UK,renault-trucks.co.uk,Automotive & Zulieferer
RENK Group,renk.com,Automotive & Zulieferer
Rhenus Automotive,rhenus.com,Automotive & Zulieferer
ROBERT BOSCH ESPAÑA FABRICA MADRID SA,rober-bosch-espana.es,Automotive & Zulieferer
Roetz-Bikes,roetz-bikes.com,Automotive & Zulieferer
Rolls-Royce Motor Cars,rolls-roycemotorcars.com,Automotive & Zulieferer
RONAL  Wheels,ronalgroup.com,Automotive & Zulieferer
ROPA Fahrzeug- und Maschinenbau GmbH,ropa-maschinenbau.de,Automotive & Zulieferer
Rosetti Marino Group of Companies,rosetti.it,Automotive & Zulieferer
Royal IHC,royalihc.com,Automotive & Zulieferer
Royal Terberg Group,royalterberggroup.com,Automotive & Zulieferer
Rába Automotive Holding Plc.,raba.hu,Automotive & Zulieferer
Röchling Automotive,roechling.com,Automotive & Zulieferer
SAG Group,sag.at,Automotive & Zulieferer
Sahara Force India Formula One Team,forceindiaf1.com,Automotive & Zulieferer
Saietta Electric Drive,saietta.com,Automotive & Zulieferer
Sanden International Europe GmbH,sanden-europe.com,Automotive & Zulieferer
Sanhua Automotive-EU,sanhuaautomotive.com,Automotive & Zulieferer
Santana Cars,santanacars.com,Automotive & Zulieferer
SAPA - Superior Automotive Parts and Application,sapagroup.net,Automotive & Zulieferer
Sateco Group,satecogroup.com,Automotive & Zulieferer
SATTELO,sattelo.com,Automotive & Zulieferer
Scania Production & Logistics Nederland,scaniaproduction.nl,Automotive & Zulieferer
SCHERDEL,scherdel.com,Automotive & Zulieferer
Scoobic,scoobic.com,Automotive & Zulieferer
SDC Trailers Ltd,sdctrailers.com,Automotive & Zulieferer
SEAT Deutschland,seat.de,Automotive & Zulieferer
SEAT S.A.,seat.com,Automotive & Zulieferer
SERNAUTO,sernauto.es,Automotive & Zulieferer
Sertec Group Ltd,sertec.co.uk,Automotive & Zulieferer
SHAFTEC AUTOMOTIVE COMPONENTS LTD,shaftec.com,Automotive & Zulieferer
SHW Automotive GmbH,shw.de,Automotive & Zulieferer
SIGNATA Group,signata.group,Automotive & Zulieferer
Simoldes Plastics,simoldes.com,Automotive & Zulieferer
Smart Press Shop GmbH & Co. KG,smartpress.shop,Automotive & Zulieferer
SMIA Automotive Global,smia-automotive.com,Automotive & Zulieferer
SMP Automotive Global,smp-automotive.com,Automotive & Zulieferer
SMR Automotive Global,smr-automotive.com,Automotive & Zulieferer
Snoeks Automotive,snoeks.com,Automotive & Zulieferer
Sodecia,sodecia.com,Automotive & Zulieferer
Sogefi Group,sogefigroup.com,Automotive & Zulieferer
Solar Team Eindhoven,solarteameindhoven.nl,Automotive & Zulieferer
Solar Team Twente,solarteam.nl,Automotive & Zulieferer
Solarge,solarge.com,Automotive & Zulieferer
Solaris Bus & Coach,solarisbus.com,Automotive & Zulieferer
SOLEA CZ,solea.cz,Automotive & Zulieferer
Sonavox Technology CZ s.r.o.,sonavox.cz,Automotive & Zulieferer
SOPLAST,soplast.com,Automotive & Zulieferer
SOR Libchavy,sor.cz,Automotive & Zulieferer
SPAL Automotive,spalautomotive.it,Automotive & Zulieferer
Spyker Cars,spykercars.com,Automotive & Zulieferer
Stadler Deutschland,stadlerrail.com,Automotive & Zulieferer
Standard Profil Group,standardprofil.com,Automotive & Zulieferer
Star Transmission & Star Assembly,stcu.ro,Automotive & Zulieferer
STAS,stas.be,Automotive & Zulieferer
Stellantis Slovakia,stellantis-slovakia.sk,Automotive & Zulieferer
Stephex Group,stephex.com,Automotive & Zulieferer
Steyr Automotive GmbH,steyr-automotive.com,Automotive & Zulieferer
Stratio,stratioautomotive.com,Automotive & Zulieferer
Streparava,streparava.com,Automotive & Zulieferer
"STROJÍRNA OSLAVANY, spol. s r. o.",st-os.cz,Automotive & Zulieferer
Subaru Europe,subaru.eu,Automotive & Zulieferer
Sumitomo Electric Bordnetze SE,sebn.com,Automotive & Zulieferer
Swapfiets,swapfiets.com,Automotive & Zulieferer
Talgo,talgo.com,Automotive & Zulieferer
Tata Motors Design Tech Centre,tatamotorsdesigntech.com,Automotive & Zulieferer
TATRA TRUCKS a.s.,tatra.cz,Automotive & Zulieferer
TATRAVAGONKA a.s.,tatravagonka.sk,Automotive & Zulieferer
Tatuus Racing,tatuus.it,Automotive & Zulieferer
TB&C,hybrid-technologies.com,Automotive & Zulieferer
tb.lx by Daimler Truck,tblx.io,Automotive & Zulieferer
TCG Unitech GmbH,tcgunitech.com,Automotive & Zulieferer
Technoton,jv-technoton.com,Automotive & Zulieferer
TECNIQ,tecniq.co.uk,Automotive & Zulieferer
TECNOVE,tecnove.com,Automotive & Zulieferer
Terberg Special Vehicles,terbergspecialvehicles.com,Automotive & Zulieferer
Tevva Hydrogen Electric Trucks,tevva.com,Automotive & Zulieferer
The Landrovers,the-landrovers.com,Automotive & Zulieferer
THIEL & HOCHE,thiel-hoche.de,Automotive & Zulieferer
"THK RHYTHM AUTOMOTIVE CZECH, a.s.",thkdacice.cz,Automotive & Zulieferer
Thomann Nutzfahrzeuge AG,thomann.swiss,Automotive & Zulieferer
thyssenkrupp Bilstein Sibiu,bilstein.ro,Automotive & Zulieferer
thyssenkrupp Marine Systems,tkmsgroup.com,Automotive & Zulieferer
Thöni Group,thoeni.com,Automotive & Zulieferer
Tiberina Group,tiberinagroup.com,Automotive & Zulieferer
Tiger Trailers,tigertrailers.co.uk,Automotive & Zulieferer
Titan Motorsport and Automotive Engineering,titan.uk.net,Automotive & Zulieferer
TLD,tld-group.com,Automotive & Zulieferer
TMG Automotive,tmgautomotive.pt,Automotive & Zulieferer
TMG Group,tmg.pt,Automotive & Zulieferer
Torsus,torsus.eu,Automotive & Zulieferer
"Toyoda Gosei Czech, s.r.o.",tgcz.cz,Automotive & Zulieferer
Toyota Belgium,toyota.be,Automotive & Zulieferer
Toyota Boshoku Europe N.V.,toyota-boshoku.be,Automotive & Zulieferer
"Toyota Caetano Portugal, S.A.",toyotacaetano.pt,Automotive & Zulieferer
Toyota Deutschland,toyota.de,Automotive & Zulieferer
Toyota Kreditbank/ Toyota Financial Services Germany,toyota-fs.com,Automotive & Zulieferer
Toyota Motor Europe,toyota-europe.com,Automotive & Zulieferer
Toyota Motor Manufacturing Czech,toyotacz.com,Automotive & Zulieferer
Toyota Motor Manufacturing Poland,toyotapl.com,Automotive & Zulieferer
Toyota Motor Manufacturing UK,toyotauk.com,Automotive & Zulieferer
Trakm8,trakm8.com,Automotive & Zulieferer
TRATON Financial Services,traton.com,Automotive & Zulieferer
TRIDEC,tridec.com,Automotive & Zulieferer
Tristone Flowtech Group,tristone.com,Automotive & Zulieferer
TTTech Auto,tttech-auto.com,Automotive & Zulieferer
TW Group,tw-group.com,Automotive & Zulieferer
U-Shin,u-shin-ltd.com,Automotive & Zulieferer
UFI Filters Group,ufifilters.com,Automotive & Zulieferer
UKBIC,ukbic.co.uk,Automotive & Zulieferer
unu,unumotors.com,Automotive & Zulieferer
UNY,unymobility.com,Automotive & Zulieferer
Urban Arrow,urbanarrow.com,Automotive & Zulieferer
UROVESA,urovesa.com,Automotive & Zulieferer
Van Hool,vdlvanhool.com,Automotive & Zulieferer
Vauxhall Motors Ltd,vauxhall.co.uk,Automotive & Zulieferer
VCST,vcst.com,Automotive & Zulieferer
VDL Bus & Coach bv,vdlbuscoach.com,Automotive & Zulieferer
VDL Special Vehicles,vdlspecialvehicles.com,Automotive & Zulieferer
Venturi,venturi-group.com,Automotive & Zulieferer
VIKING Life-Saving Equipment,viking-life.com,Automotive & Zulieferer
Vodafone Automotive,vodafone.com,Automotive & Zulieferer
VOIT Automotive GmbH,voit.de,Automotive & Zulieferer
Volkswagen Autoeuropa,volkswagenautoeuropa.pt,Automotive & Zulieferer
Volkswagen Automobile Stuttgart GmbH,volkswagen-automobile-stuttgart.de,Automotive & Zulieferer
Volkswagen Belgium,volkswagen.be,Automotive & Zulieferer
Volkswagen Commercial Vehicles,volkswagen-nutzfahrzeuge.de,Automotive & Zulieferer
Volkswagen Commercial Vehicles UK,volkswagen-vans.co.uk,Automotive & Zulieferer
Volkswagen Group Digital Solutions [Germany],vwg-digitalsolutions.de,Automotive & Zulieferer
Volkswagen Navarra,vw-navarra.es,Automotive & Zulieferer
Volkswagen Portugal,volkswagen.pt,Automotive & Zulieferer
Volkswagen Sachsen GmbH,volkswagen-sachsen.de,Automotive & Zulieferer
Voltaira group,onemobility-group.com,Automotive & Zulieferer
Volvo Car Gent,volvocargent.be,Automotive & Zulieferer
Volvo Car Sverige,volvocars.se,Automotive & Zulieferer
Volvo Trucks España,volvotrucks.es,Automotive & Zulieferer
Volvo Trucks Nederland,volvotrucks.nl,Automotive & Zulieferer
Volvo Trucks UK,volvotrucks.co.uk,Automotive & Zulieferer
VOSS Automotive,voss.net,Automotive & Zulieferer
VOSS Automotive Polska,voss.pl,Automotive & Zulieferer
W Racing Team,w-racingteam.com,Automotive & Zulieferer
WABCO,wabco.com,Automotive & Zulieferer
Waldaschaff Automotive,waldaschaff.com,Automotive & Zulieferer
Walter Pack,walterpack.com,Automotive & Zulieferer
Wayve,wayve.ai,Automotive & Zulieferer
WCM,wcm.com,Automotive & Zulieferer
WEGH Group S.p.A.,weghgroup.com,Automotive & Zulieferer
WEISS automotive GmbH,weiss-automotive.de,Automotive & Zulieferer
Wielton SA,wielton.com.pl,Automotive & Zulieferer
Williams Racing,williamsf1.com,Automotive & Zulieferer
Wipac Technology Ltd,wipac.com,Automotive & Zulieferer
WITOL,witte-automotive.com,Automotive & Zulieferer
Wrightbus,wrightbus.com,Automotive & Zulieferer
Xtrac Ltd,xtrac.com,Automotive & Zulieferer
Yamaha Motor Europe N.V.,yamaha-motor.eu,Automotive & Zulieferer
YASA,yasa.com,Automotive & Zulieferer
Yazaki Romania,yazaki-europe.com,Automotive & Zulieferer
Zanini Auto Group,zanini.com,Automotive & Zulieferer
Zeekr Europe,zeekr.eu,Automotive & Zulieferer
zepp.solutions,zepp.solutions,Automotive & Zulieferer
ZF LIFETEC,zf-lifetec.com,Automotive & Zulieferer
Ziegler Brandweertechniek B.V.,zieglerbrandweertechniek.nl,Automotive & Zulieferer
ZKW,zkw-group.com,Automotive & Zulieferer
Zoeller Systems s.r.o,zoeller.cz,Automotive & Zulieferer
Zytek Motorsport,zytek.co.uk,Automotive & Zulieferer
»kfz-betrieb«,mazda-autohaus-kraemer-wuerzburg.de,Automotive & Zulieferer
ÉVOLUTION SYNERGÉTIQUE,evo-syn.com,Automotive & Zulieferer
Škoda UK,skoda.co.uk,Automotive & Zulieferer
Škoda Česká republika,skoda-auto.cz,Automotive & Zulieferer
1KOMMA5°,1komma5.com,Erneuerbare Energien & Windkraft
ABEL Gruppe,abel-gruppe.de,Erneuerbare Energien & Windkraft
Alterric,alterric.com,Erneuerbare Energien & Windkraft
Amprion GmbH,amprion.net,Erneuerbare Energien & Windkraft
Ansaldo Energia,ansaldoenergia.com,Erneuerbare Energien & Windkraft
badenova,badenova.de,Erneuerbare Energien & Windkraft
BALANCE Erneuerbare Energien GmbH,balance-vng.de,Erneuerbare Energien & Windkraft
Bayernwerk,bayernwerk.de,Erneuerbare Energien & Windkraft
BayWa r.e. EMEA,baywa-re.com,Erneuerbare Energien & Windkraft
Burgenland Energie AG,burgenlandenergie.at,Erneuerbare Energien & Windkraft
Buss Energy Group,buss-energy.com,Erneuerbare Energien & Windkraft
BYD Deutschland,byd-auto.de,Erneuerbare Energien & Windkraft
CEE Group,cee-group.de,Erneuerbare Energien & Windkraft
copenhagen atomics,copenhagenatomics.com,Erneuerbare Energien & Windkraft
Copenhagen Infrastructure Partners,cip.com,Erneuerbare Energien & Windkraft
Copenhagen Offshore Partners,cop.dk,Erneuerbare Energien & Windkraft
CS WIND Offshore,cswoffshore.com,Erneuerbare Energien & Windkraft
Denker Wulf,denkerwulf.de,Erneuerbare Energien & Windkraft
Deutsche WindGuard,windguard.com,Erneuerbare Energien & Windkraft
Deutsche Windtechnik,deutsche-windtechnik.com,Erneuerbare Energien & Windkraft
Die eww Gruppe,eww.at,Erneuerbare Energien & Windkraft
DONG Energy,orsted.dk,Erneuerbare Energien & Windkraft
Dortmunder Energie- und Wasserversorgung GmbH (DEW21),dew21.de,Erneuerbare Energien & Windkraft
dst group,dstsgps.com,Erneuerbare Energien & Windkraft
E.ON Grid Solutions,eon-gridsolutions.com,Erneuerbare Energien & Windkraft
EEF Erneuerbare Energien Fabrik,eef.de,Erneuerbare Energien & Windkraft
EEW Energy from Waste GmbH,eew-energyfromwaste.com,Erneuerbare Energien & Windkraft
EMIS,emis-gruppe.de,Erneuerbare Energien & Windkraft
Energiekontor AG,energiekontor.de,Erneuerbare Energien & Windkraft
energielenker Gruppe,energielenker.de,Erneuerbare Energien & Windkraft
Energiequelle GmbH,energiequelle.de,Erneuerbare Energien & Windkraft
Energieversorgung Mittelrhein (evm-Gruppe),evm.de,Erneuerbare Energien & Windkraft
Energieversorgung Offenbach AG,evo-ag.de,Erneuerbare Energien & Windkraft
Energinet,energinet.dk,Erneuerbare Energien & Windkraft
enervis energy advisors GmbH,enervis.de,Erneuerbare Energien & Windkraft
ENGIE Deutschland,engie-deutschland.de,Erneuerbare Energien & Windkraft
envia THERM GmbH,envia-therm.de,Erneuerbare Energien & Windkraft
enviaM-Gruppe,enviam-gruppe.de,Erneuerbare Energien & Windkraft
ERNEUERBARE ENERGIEN,erneuerbareenergien.de,Erneuerbare Energien & Windkraft
esolva ag,esolva.ch,Erneuerbare Energien & Windkraft
EWE AG,ewe.com,Erneuerbare Energien & Windkraft
EWE NETZ GmbH,ewe-netz.de,Erneuerbare Energien & Windkraft
EWT Direct Wind,ewtdirectwind.com,Erneuerbare Energien & Windkraft
ewz,ewz.ch,Erneuerbare Energien & Windkraft
Excellence AG - GreenTech Engineering,excellence.ag,Erneuerbare Energien & Windkraft
FairWind,fairwind.com,Erneuerbare Energien & Windkraft
Fastned,fastnedcharging.com,Erneuerbare Energien & Windkraft
Flex Wind,flex-wind.com,Erneuerbare Energien & Windkraft
FPT Industrial,fptindustrial.com,Erneuerbare Energien & Windkraft
Fraunhofer-Institut für Windenergiesysteme,iwes.fraunhofer.de,Erneuerbare Energien & Windkraft
Global Tech I Offshore Wind GmbH,globaltechone.de,Erneuerbare Energien & Windkraft
Global Wind Organisation,globalwindsafety.org,Erneuerbare Energien & Windkraft
GP JOULE,gp-joule.com,Erneuerbare Energien & Windkraft
Gransolar Group,gransolar.com,Erneuerbare Energien & Windkraft
green flexibility,green-flexibility.com,Erneuerbare Energien & Windkraft
Greenflash,greenflash.de,Erneuerbare Energien & Windkraft
greentech,greentech.energy,Erneuerbare Energien & Windkraft
GreenYellow,greenyellow.com,Erneuerbare Energien & Windkraft
Grenevia,grenevia.com,Erneuerbare Energien & Windkraft
HoSt Group,host-bioenergy.com,Erneuerbare Energien & Windkraft
Iberdrola Deutschland,iberdrola.de,Erneuerbare Energien & Windkraft
JUWI Group,juwi.com,Erneuerbare Energien & Windkraft
KOOPMANN Gruppe,hk-c.de,Erneuerbare Energien & Windkraft
Liftra,liftra.com,Erneuerbare Energien & Windkraft
Linxon,linxon.com,Erneuerbare Energien & Windkraft
metergrid GmbH,metergrid.de,Erneuerbare Energien & Windkraft
ML System S.A.,mlsystem.pl,Erneuerbare Energien & Windkraft
Muehlhan Wind Service,muehlhan.com,Erneuerbare Energien & Windkraft
Netzgesellschaft Düsseldorf mbH,netz-duesseldorf.de,Erneuerbare Energien & Windkraft
newcleo,newcleo.com,Erneuerbare Energien & Windkraft
node.energy,node.energy,Erneuerbare Energien & Windkraft
NRW.Energy4Climate,energy4climate.nrw,Erneuerbare Energien & Windkraft
OGE,oge.net,Erneuerbare Energien & Windkraft
Omexom Deutschland,omexom.de,Erneuerbare Energien & Windkraft
Omexom Germany,omexom.com,Erneuerbare Energien & Windkraft
PFALZWERKE AKTIENGESELLSCHAFT,pfalzwerke.de,Erneuerbare Energien & Windkraft
PNE Erneuerbare Energien GmbH,pne-ag.com,Erneuerbare Energien & Windkraft
Polarstern Energie,polarstern-energie.de,Erneuerbare Energien & Windkraft
Prokon Regenerative Energien eG,prokon.net,Erneuerbare Energien & Windkraft
Propan Rheingas GmbH & Co. KG,rheingas.de,Erneuerbare Energien & Windkraft
Prowind GmbH,prowind.com,Erneuerbare Energien & Windkraft
PÜSPÖK Erneuerbare Energie,puespoek.at,Erneuerbare Energien & Windkraft
Q ENERGY,qenergy.eu,Erneuerbare Energien & Windkraft
Reverion,reverion.com,Erneuerbare Energien & Windkraft
RTS Wind AG,rts-wind.de,Erneuerbare Energien & Windkraft
SARIA Germany,saria-karriere.de,Erneuerbare Energien & Windkraft
Schluchseewerk AG,schluchseewerk.de,Erneuerbare Energien & Windkraft
SeaRenergy Offshore Holding GmbH,searenergygroup.com,Erneuerbare Energien & Windkraft
Senvion,senvion.com,Erneuerbare Energien & Windkraft
Siemens Gamesa Renewable Energy,siemensgamesa.com,Erneuerbare Energien & Windkraft
Skyborn Renewables,skybornrenewables.com,Erneuerbare Energien & Windkraft
SOGA Energy Team,sogaenergyteam.com,Erneuerbare Energien & Windkraft
Soltec,soltec.com,Erneuerbare Energien & Windkraft
SPIE Wind,spie-wind.com,Erneuerbare Energien & Windkraft
SSS Gruppe,sss-gruppe.de,Erneuerbare Energien & Windkraft
Stromnetz Berlin GmbH,stromnetz.berlin,Erneuerbare Energien & Windkraft
Städtische Werke Magdeburg GmbH & Co. KG,sw-magdeburg.de,Erneuerbare Energien & Windkraft
Svea Solar,sveasolar.com,Erneuerbare Energien & Windkraft
